	PA3423	PA0084	PA2455	PA3029	PA1588	PA2220	PA4656	PA3585	PA1325	PA3067	PA1018	PA3558	PA2145	PA4624	PA5159	PA1429	PA5032	PA4551	PA1532	PA2918	PA0748	PA4370	PA3387	PA4813	PA4142	PA1365	PA1214	PA1687	PA0638	PA1558	PA2809	PA2648	PA0193	PA3770	PA2792	PA0221	PA4197	PA3414	PA0029	PA0055	PA5460	PA1342	PA4772	PA1466	PA2356	PA0816	PA5367	PA3406	PA0868	PA4755	PA1489	PA3083	PA1909	PA4309	PA4903	PA2713	PA0330	PA1907	PA0982	PA4103	PA1774	PA4567	PA5508	PA1524	PA2118	PA4842	PA3564	PA4264	PA1064	PA0341	PA1345	PA2478	PA0077	PA1232	PA1878	PA2875	PA4436	PA2812	PA1286	PA3173	PA2662	PA0106	PA0405	PA0499	PA3658	PA0644	PA3190	PA1471	PA0096	PA3023	PA1766	PA4217	PA0996	PA3950	PA5115	PA0505	PA0114	PA5150	PA4042	PA2678	PA5112	PA3528	PA4610	PA1692	PA3056	PA5552	PA0999	PA4667	PA1252	PA0672	PA4146	PA1382	PA2816	PA1939	PA1706	PA1370	PA1363	PA2418	PA1255	PA4504	PA0760	PA4358	PA0028	PA1225	PA0027	PA5509	PA4155	PA1552	PA5091	PA0803	PA2217	PA4237	PA3404	PA0556	PA3861	PA3494	PA1527	PA2043	PA1547	PA0233	PA3128	PA2772	PA1475	PA3309	PA1491	PA1493	PA4792	PA4347	PA2090	PA3466	PA4305	PA3501	PA2727	PA1006	PA0569	PA5393	PA3858	PA1637	PA5263	PA5207	PA4789	PA1694	PA1130	PA4453	PA1960	PA2770	PA4760	PA2451	PA1049	PA4513	PA4281	PA0497	PA2182	PA3579	PA0372	PA3053	PA4334	PA4494	PA4814	PA0901	PA5274	PA0571	PA1306	PA3115	PA5319	PA0299	PA2307	PA3722	PA3094	PA3367	PA2577	PA3764	PA5116	PA2218	PA2614	PA4125	PA4024	PA0425	PA2225	PA3735
GSM625979.CEL	0.46261346	0.46641147	0.4659702	0.46292508	0.46571326	0.46258086	0.4629075	0.46298677	0.4608595	0.46640208	0.46701595	0.4619606	0.4644413	0.46386424	0.46057156	0.46542984	0.46857333	0.4674497	0.46731213	0.46783996	0.4648496	0.46531317	0.46667975	0.4636479	0.46385777	0.4657956	0.46533298	0.46142817	0.46168742	0.46465644	0.4587207	0.46178484	0.4690122	0.46233052	0.46260422	0.46811518	0.46555313	0.45724526	0.46534082	0.46591017	0.46661112	0.46840632	0.46260893	0.46213222	0.46078104	0.46651393	0.46873537	0.46126166	0.4671347	0.47265258	0.46920162	0.46281087	0.4654902	0.46157894	0.46528786	0.4668981	0.4598648	0.46589586	0.46310684	0.46094742	0.4657772	0.46579218	0.46940577	0.46410453	0.45951268	0.46460745	0.46176583	0.46299908	0.46404818	0.46189946	0.45858428	0.46753877	0.46707723	0.4606864	0.4620441	0.46328527	0.4606905	0.46326178	0.46447805	0.46467403	0.46227258	0.46619716	0.46499515	0.47068816	0.46419495	0.46790978	0.46406418	0.45979115	0.4615338	0.46254292	0.46634176	0.45854667	0.46566388	0.46271247	0.46106908	0.46290112	0.4616829	0.46975064	0.46728453	0.46408492	0.57918286	0.7852344	0.43014392	0.3501542	0.5024409	0.7890204	0.605118	0.78975254	0.39179078	0.35598376	0.37492537	0.5850984	0.4006318	0.51502967	0.32312867	0.3368123	0.3900392	0.36213118	0.20459972	0.39764196	0.5568836	0.47226122	0.42738733	0.37990892	0.4012788	0.40498117	0.2626505	0.6608401	0.3874704	0.45976856	0.34698486	0.73729426	0.31418517	0.5325262	0.7100817	0.5940404	0.7508059	0.33546752	0.3860074	0.38333064	0.41748527	0.5033859	0.5672674	0.6424104	0.3049309	0.64698535	0.4817495	0.5006187	0.23058923	0.73238456	0.36536255	0.4169807	0.7088262	0.5918023	0.47717267	0.38588738	0.5852531	0.3734599	0.7382477	0.30537546	0.7455063	0.38339043	0.36421105	0.7617343	0.38423002	0.64925927	0.65892863	0.36789927	0.72315437	0.31090593	0.62002116	0.26004574	0.3159283	0.6575447	0.6903153	0.6125209	0.33715147	0.5122608	0.3843238	0.51590145	0.73058116	0.7039955	0.6259728	0.76571095	0.54805905	0.73230875	0.2736615	0.61153066	0.5670568	0.3365212	0.55274844	0.689224	0.35285166	0.37144378	0.74994916	0.23369393	0.37944052	0.7363742	0.294396	0.69286597
GSM349048.CEL	0.46431035	0.46813488	0.46770447	0.4646168	0.46742016	0.46427417	0.46460593	0.46469396	0.46257484	0.46811178	0.4687395	0.46364322	0.4661312	0.4656234	0.46227297	0.46711084	0.47030866	0.46912962	0.46901074	0.46956962	0.46657532	0.46699703	0.4683698	0.46535808	0.46554267	0.4675476	0.46705818	0.46311963	0.46334413	0.46639943	0.4604127	0.463472	0.47072005	0.4640344	0.4642938	0.46978918	0.46722433	0.45893955	0.46700245	0.4675948	0.4683448	0.4701169	0.46434805	0.46387142	0.46244735	0.4682209	0.4704319	0.46294758	0.46883228	0.47439146	0.47089103	0.46447673	0.46722728	0.46328056	0.4669903	0.46859658	0.46155798	0.46759033	0.46480998	0.462669	0.4674839	0.467502	0.4711299	0.4658266	0.46119177	0.46629956	0.46346667	0.46470755	0.46571833	0.46360448	0.46029413	0.4692475	0.46882966	0.46236506	0.4637355	0.46497566	0.4623773	0.46501097	0.46618274	0.46639398	0.46397352	0.46789956	0.4666945	0.47240075	0.4658976	0.46958488	0.46572894	0.46147603	0.46319178	0.4642201	0.4680821	0.46023956	0.46733895	0.46440926	0.46273965	0.46460053	0.4633822	0.4715332	0.46898443	0.46579155	0.5795699	0.7856767	0.43037283	0.35036024	0.50270224	0.7894488	0.60536104	0.7902022	0.3920863	0.3561569	0.37520888	0.58541393	0.40085632	0.5153272	0.3232821	0.33700964	0.39021522	0.36228177	0.20470281	0.3978743	0.5572078	0.47253907	0.42766255	0.38006026	0.40153077	0.4052047	0.2627747	0.6611418	0.3877267	0.4600545	0.3471231	0.7376812	0.3143523	0.5328421	0.7104583	0.5943396	0.7512729	0.3356282	0.3861777	0.38350996	0.4177065	0.50375223	0.56760854	0.6427539	0.30500752	0.64737266	0.48206624	0.5008614	0.23071694	0.73285466	0.36557353	0.41722006	0.709278	0.5921417	0.4774998	0.3860685	0.58565295	0.37362972	0.73867697	0.3054578	0.74592525	0.38360408	0.36441576	0.7622015	0.38438565	0.6497017	0.6592817	0.36812714	0.7235422	0.31103837	0.62034476	0.2601927	0.31611216	0.65784895	0.6907134	0.6128593	0.3373497	0.51247793	0.38450488	0.5162821	0.7310264	0.7044596	0.626332	0.7661148	0.5484147	0.73278356	0.27378476	0.61183	0.56741714	0.33662143	0.55305016	0.68962145	0.35305822	0.37165588	0.750373	0.23383409	0.3797142	0.73683584	0.2945407	0.69325775
GSM429480.CEL	0.473425	0.47739047	0.4770189	0.47370324	0.47658744	0.47336954	0.4737286	0.47386375	0.47178957	0.47729373	0.47799572	0.4726814	0.4752074	0.47507262	0.4714127	0.4761386	0.47962728	0.47815096	0.47813287	0.47885823	0.47584388	0.47604057	0.4774459	0.47454306	0.4745923	0.4769571	0.47632375	0.4722054	0.47224283	0.47576103	0.46950236	0.4725344	0.479891	0.47318673	0.47336861	0.47877833	0.47619957	0.468042	0.47592607	0.47664246	0.4776555	0.479303	0.4736897	0.47321346	0.4713985	0.47738808	0.4795425	0.47200337	0.4779486	0.4837275	0.47996268	0.4734246	0.4765571	0.47242075	0.47613314	0.47771809	0.4706537	0.4766903	0.47395837	0.4719168	0.47664994	0.4766848	0.48038793	0.47507578	0.47021198	0.4753876	0.47260278	0.47388458	0.47468904	0.4727631	0.46947986	0.47842357	0.47824082	0.4713823	0.47282097	0.4740552	0.4714385	0.4744062	0.4753385	0.4756315	0.4731098	0.47704256	0.47582132	0.4815964	0.47504237	0.47858003	0.47467014	0.470527	0.47209725	0.47322896	0.47742862	0.46933413	0.47633472	0.4735233	0.47171268	0.47372887	0.4725101	0.4811053	0.47811309	0.47495812	0.58164406	0.7880382	0.4316013	0.35146642	0.50410366	0.79173553	0.60666364	0.79260135	0.3936728	0.35708654	0.37673077	0.5871053	0.40206134	0.51692295	0.32410562	0.33806857	0.39115983	0.36309034	0.20525678	0.3991209	0.55894595	0.47403002	0.4291395	0.3808723	0.40288317	0.4064044	0.2634415	0.6627577	0.38910237	0.46158868	0.34786513	0.73975	0.31524903	0.53453565	0.7124731	0.5959431	0.7537681	0.33649072	0.38709158	0.38447213	0.41889358	0.50571704	0.5694372	0.64459395	0.30541855	0.64944655	0.4837647	0.5021631	0.23140252	0.7353673	0.3667063	0.4185046	0.711694	0.5939603	0.4792546	0.38704038	0.5877955	0.3745409	0.7409716	0.30589947	0.74816424	0.38475078	0.36551443	0.7646963	0.38522086	0.65206987	0.66117275	0.3693504	0.72561646	0.31174913	0.6220784	0.26098174	0.31709903	0.65947866	0.6928442	0.6146729	0.3384138	0.5136426	0.38547647	0.51832306	0.7334067	0.70694155	0.62825596	0.7682729	0.5503212	0.7353212	0.2744464	0.6134344	0.5693488	0.33715913	0.55466765	0.69174874	0.35416716	0.37279463	0.7526383	0.23458688	0.3811834	0.739303	0.295318	0.6953543
GSM1958029_D-Lysine_2.CEL	0.47450763	0.47848973	0.47812513	0.47478256	0.47767624	0.47445	0.4748122	0.4749529	0.47288418	0.47838423	0.479095	0.47375503	0.4762854	0.47619492	0.4724984	0.4772108	0.480734	0.4792223	0.47921616	0.4799614	0.47694468	0.47711465	0.4785238	0.47563404	0.4756672	0.47807467	0.47742426	0.47328472	0.4732999	0.47687298	0.47058222	0.47361088	0.48098007	0.47427392	0.47444656	0.47984588	0.47726554	0.46912348	0.4769859	0.47771704	0.4787613	0.48039392	0.47479942	0.4743232	0.4724618	0.47847682	0.48062435	0.4730791	0.4790313	0.48483604	0.4810399	0.47448745	0.4776652	0.4735065	0.477219	0.47880134	0.47173426	0.477771	0.47504506	0.47301537	0.47773853	0.47777542	0.48148727	0.47617438	0.4712835	0.47646704	0.47368804	0.4749746	0.4757545	0.47385105	0.47057113	0.47951332	0.4793585	0.47245347	0.4739002	0.4751337	0.4725149	0.47552225	0.476426	0.4767287	0.4741951	0.4781284	0.47690532	0.48268834	0.47612855	0.47964832	0.47573215	0.47160226	0.47315508	0.474299	0.47853875	0.47041458	0.4774032	0.47460586	0.47277853	0.47481313	0.4735944	0.48224205	0.4791972	0.4760469	0.58189005	0.7883172	0.43174708	0.3515978	0.50426996	0.7920056	0.6068181	0.7928846	0.39386114	0.35719687	0.37691146	0.5873058	0.4022044	0.5171123	0.32420337	0.33819437	0.39127198	0.36318627	0.20532265	0.39926893	0.55915207	0.47420695	0.42931482	0.3809687	0.40304378	0.40654677	0.26352066	0.6629492	0.3892657	0.4617708	0.3479532	0.73999476	0.31535554	0.5347366	0.7127116	0.5961333	0.75406295	0.33659315	0.38720006	0.38458636	0.41903454	0.5059501	0.56965405	0.644812	0.30546743	0.64969224	0.48396623	0.50231755	0.23148395	0.7356644	0.3668408	0.41865706	0.71197975	0.59417593	0.47946277	0.38715577	0.5880495	0.37464905	0.741243	0.30595186	0.74842906	0.3848869	0.36564484	0.7649911	0.38531995	0.6523503	0.66139674	0.36949563	0.7258619	0.31183353	0.62228394	0.2610755	0.31721628	0.6596718	0.6930965	0.61488783	0.33854017	0.5137808	0.38559178	0.5185651	0.7336883	0.7072352	0.62848395	0.76852804	0.5505473	0.7356212	0.27452493	0.6136245	0.5695778	0.337223	0.5548595	0.69200057	0.35429883	0.37292978	0.752906	0.23467626	0.38135782	0.73959476	0.29541034	0.6956025
GSM854800.CEL	0.47470662	0.47869173	0.4783284	0.47498083	0.4778762	0.47464845	0.4750113	0.4751531	0.47308528	0.47858456	0.47929698	0.47395226	0.4764835	0.4764012	0.47269788	0.47740787	0.48093727	0.47941917	0.4794152	0.48016405	0.47714695	0.47731203	0.47872183	0.4758345	0.4758647	0.47827998	0.47762647	0.47348303	0.4734941	0.47707728	0.4707807	0.47380868	0.48118022	0.4744736	0.47464457	0.48004192	0.4774614	0.46932217	0.4771806	0.47791445	0.47896445	0.4805944	0.47500327	0.47452712	0.47265717	0.47867692	0.48082316	0.47327676	0.47923017	0.48503968	0.48123786	0.47468272	0.4778688	0.47370604	0.4774185	0.47900036	0.47193277	0.47796965	0.4752447	0.47321722	0.4779386	0.47797585	0.48168933	0.47637624	0.47148043	0.47666538	0.47388747	0.47517493	0.47595024	0.47405094	0.47077167	0.47971356	0.47956386	0.47265026	0.4740985	0.47533178	0.4727127	0.4757273	0.47662577	0.47693026	0.47439444	0.47832787	0.4771045	0.48288897	0.4763282	0.47984457	0.47592723	0.4717998	0.47334945	0.47449562	0.4787427	0.4706131	0.47759944	0.4748048	0.47297442	0.47501236	0.47379363	0.48245084	0.47939643	0.47624695	0.58193517	0.78836834	0.43177387	0.35162187	0.5043005	0.7920552	0.60684645	0.7929366	0.39389572	0.35721716	0.37694466	0.5873426	0.40223068	0.51714706	0.32422128	0.33821738	0.39129254	0.36320394	0.20533463	0.39929605	0.5591899	0.4742395	0.42934704	0.3809864	0.40307328	0.40657294	0.2635352	0.66298443	0.38929573	0.46180427	0.34796938	0.74003977	0.3153751	0.5347735	0.71275526	0.59616816	0.75411713	0.33661196	0.38722	0.38460734	0.4190604	0.50599295	0.5696939	0.644852	0.30547637	0.64973736	0.4840033	0.502346	0.2314989	0.73571897	0.3668655	0.41868505	0.7120323	0.5942155	0.47950104	0.38717693	0.58809614	0.37466893	0.7412929	0.30596155	0.74847764	0.3849119	0.3656689	0.7650453	0.3853382	0.6524018	0.6614378	0.36952233	0.7259069	0.3118491	0.6223216	0.26109272	0.31723776	0.65970725	0.6931428	0.61492735	0.33856338	0.51380616	0.38561296	0.51860964	0.7337399	0.7072891	0.62852585	0.76857483	0.55058885	0.73567647	0.2745394	0.61365944	0.5696199	0.33723474	0.55489475	0.6920469	0.35432306	0.37295467	0.7529553	0.2346927	0.3813899	0.7396483	0.2954273	0.695648
L_14.CEL	0.4752812	0.47927508	0.47891554	0.47555366	0.47845408	0.47522187	0.4755864	0.47573113	0.47366634	0.47916338	0.4798804	0.47452208	0.47705555	0.47699687	0.47327414	0.4779769	0.4815246	0.4799877	0.47999018	0.48074952	0.4777312	0.47788206	0.4792939	0.47641352	0.4764352	0.4788731	0.4782105	0.4740558	0.4740551	0.47766742	0.4713538	0.47438002	0.48175815	0.47505066	0.47521672	0.48060855	0.47802716	0.46989623	0.47774306	0.4784848	0.47955137	0.4811733	0.47559223	0.4751161	0.47322148	0.47925466	0.48139736	0.47384775	0.4798048	0.485628	0.48180962	0.47524682	0.47845685	0.4742823	0.47799492	0.47957528	0.4725063	0.47854322	0.47582144	0.4738003	0.47851637	0.47855464	0.48227274	0.47695932	0.47204915	0.47723827	0.47446346	0.47575343	0.47651574	0.47462836	0.47135088	0.48029193	0.48015708	0.47321883	0.4746713	0.47590426	0.47328398	0.47631958	0.47720292	0.4775126	0.47497046	0.47890422	0.47767982	0.4834684	0.4769046	0.48041153	0.47649086	0.47237048	0.47391093	0.47506356	0.47933182	0.47118658	0.47816646	0.47537932	0.47354013	0.47558782	0.47436914	0.48305413	0.47997183	0.4768248	0.58206564	0.78851616	0.4318512	0.35169163	0.50438875	0.79219836	0.6069284	0.7930868	0.39399573	0.35727572	0.37704057	0.58744895	0.4023066	0.5172475	0.32427326	0.33828416	0.39135206	0.36325485	0.20536958	0.3993746	0.5592993	0.47433335	0.42944005	0.3810375	0.4031585	0.40664855	0.2635772	0.663086	0.3893824	0.46190083	0.3480161	0.74016947	0.3154316	0.5348801	0.71288174	0.596269	0.75427353	0.33666632	0.38727757	0.38466796	0.4191352	0.5061166	0.56980896	0.64496773	0.30550227	0.6498677	0.48411024	0.50242794	0.23154213	0.7358765	0.36693686	0.418766	0.71218395	0.59432995	0.47961158	0.3872382	0.58823085	0.37472633	0.7414368	0.30598935	0.74861807	0.38498414	0.36573803	0.7652015	0.3853908	0.6525506	0.6615567	0.36959937	0.72603714	0.3118938	0.6224307	0.26114243	0.31730002	0.6598097	0.6932766	0.6150414	0.33863044	0.5138795	0.38567412	0.5187381	0.73388916	0.70744485	0.6286468	0.7687101	0.55070883	0.73583543	0.27458116	0.61376035	0.5697414	0.33726856	0.5549965	0.69218045	0.35439292	0.37302634	0.7530972	0.23474017	0.38148248	0.73980296	0.29547632	0.6957796
GSM198190.CEL	0.47831008	0.48235014	0.4820101	0.47857302	0.48149976	0.4782443	0.47861782	0.47877827	0.47672877	0.48221382	0.48295546	0.4775256	0.48007128	0.48013672	0.47631174	0.4809763	0.48462015	0.4829846	0.4830206	0.48383516	0.4808108	0.4808867	0.48230913	0.47946557	0.47944218	0.48199943	0.48128903	0.4770753	0.47701234	0.48077795	0.47437507	0.4773916	0.48480448	0.47809204	0.47823232	0.4835946	0.4810091	0.47292206	0.48070785	0.4814907	0.4826446	0.48422483	0.47869658	0.4782207	0.47619623	0.48230025	0.4844237	0.47685727	0.48283327	0.4887285	0.4848228	0.4782201	0.4815567	0.4773198	0.48103258	0.4826056	0.47552937	0.48156655	0.47886142	0.47687376	0.4815617	0.48160553	0.485348	0.48003265	0.4750471	0.48025784	0.4774996	0.47880292	0.47949645	0.47767198	0.47440416	0.48334026	0.48328367	0.47621563	0.4776906	0.47892123	0.4762954	0.47944164	0.48024508	0.48058197	0.47800657	0.48194182	0.48071226	0.48652264	0.47994316	0.4833996	0.47946173	0.47537866	0.47687033	0.47805724	0.48243707	0.47420946	0.48115522	0.47840795	0.47652218	0.47862116	0.47740254	0.48623365	0.4830044	0.4798706	0.5827529	0.789294	0.432259	0.35205904	0.50485355	0.7929515	0.60736006	0.7938767	0.3945226	0.35758445	0.3775461	0.5880095	0.40270668	0.5177768	0.32454672	0.33863592	0.39166567	0.36352333	0.20555364	0.39978856	0.5598755	0.47482806	0.42993033	0.3813071	0.40360752	0.40704682	0.2637987	0.66362095	0.38983926	0.46240997	0.34826252	0.7408527	0.31572953	0.53544164	0.71354777	0.5968004	0.7550963	0.33695275	0.38758093	0.38498735	0.41952923	0.50676835	0.570415	0.6455769	0.30563873	0.65055406	0.4846738	0.5028597	0.23176993	0.73670566	0.36731306	0.41919237	0.7129819	0.59493244	0.48019385	0.38756084	0.5889406	0.37502885	0.74219424	0.30613598	0.749357	0.38536492	0.36610287	0.76602393	0.38566807	0.65333396	0.66218257	0.37000567	0.7267224	0.31212988	0.62300485	0.26140457	0.31762788	0.66034925	0.69398105	0.6156421	0.3389839	0.5142658	0.38599667	0.51941496	0.73467493	0.7082646	0.62928385	0.769422	0.5513408	0.7366728	0.2748009	0.6142918	0.5703816	0.33744708	0.55553275	0.6928838	0.35476124	0.37340456	0.75384474	0.23499042	0.38197047	0.74061704	0.29573447	0.69647276
GSM1420991_PAO1_control2.CEL	0.479438	0.48349515	0.4831625	0.4796975	0.48263392	0.47936985	0.47974676	0.47991297	0.4778692	0.48334974	0.48410052	0.47864407	0.4811943	0.48130593	0.47744292	0.48209316	0.48577267	0.48410052	0.48414898	0.48498416	0.48195755	0.4820055	0.48343185	0.48060212	0.4805619	0.48316354	0.48243535	0.47819972	0.47811353	0.48193628	0.47550026	0.4785131	0.48593882	0.47922465	0.47935528	0.48470646	0.4821194	0.47404888	0.48181182	0.48261005	0.48379642	0.485361	0.4798526	0.47937685	0.4773041	0.4834343	0.4855505	0.47797796	0.48396105	0.48988286	0.48594484	0.47932732	0.48271102	0.47845095	0.4821637	0.48373392	0.47665524	0.48269236	0.47999337	0.47801834	0.48269558	0.48274156	0.48649302	0.48117706	0.47616363	0.48138228	0.47863027	0.4799385	0.48060635	0.47880533	0.47554126	0.48447528	0.48444787	0.47733164	0.47881496	0.48004472	0.47741678	0.48060432	0.4813779	0.48172483	0.4791372	0.48307282	0.4818415	0.4876598	0.4810747	0.4845122	0.48056802	0.47649896	0.47797242	0.47917205	0.4835933	0.47533524	0.4822681	0.4795357	0.47763267	0.4797507	0.4785322	0.4874175	0.48413366	0.48100477	0.58300865	0.7895831	0.43241078	0.3521958	0.5050266	0.7932315	0.60752076	0.7941703	0.3947188	0.35769933	0.37773442	0.58821803	0.40285563	0.5179738	0.32464856	0.33876687	0.39178243	0.3636233	0.20562227	0.39994264	0.5600899	0.47501224	0.4301129	0.38140744	0.40377477	0.4071951	0.26388124	0.66381997	0.39000934	0.46259955	0.34835422	0.74110687	0.31584036	0.5356507	0.7137954	0.5969981	0.75540215	0.33705935	0.38769388	0.38510633	0.419676	0.50701094	0.5706406	0.64580345	0.30568954	0.6508093	0.48488358	0.50302047	0.23185478	0.7370139	0.36745313	0.4193512	0.7132786	0.59515667	0.48041055	0.387681	0.5892047	0.3751415	0.7424758	0.30619055	0.7496317	0.3855067	0.36623877	0.76632947	0.38577124	0.6536254	0.6624153	0.370157	0.7269772	0.31221777	0.6232185	0.2615022	0.31774992	0.66054994	0.694243	0.6158656	0.3391155	0.51440954	0.38611686	0.5196669	0.73496705	0.70856947	0.6295209	0.7696865	0.5515761	0.736984	0.2748827	0.61448956	0.5706198	0.3375135	0.5557323	0.6931453	0.35489836	0.3735453	0.75412256	0.23508357	0.38215214	0.74091965	0.2958306	0.69673055
MSC_04.CEL	0.47974762	0.48380947	0.48347875	0.48000613	0.4829453	0.47967884	0.48005667	0.48022446	0.47818232	0.48366153	0.48441485	0.47895116	0.48150253	0.48162693	0.4777535	0.4823998	0.4860891	0.4844069	0.4844587	0.48529953	0.48227242	0.48231268	0.48374006	0.48091412	0.4808693	0.4834831	0.48275006	0.47850838	0.47841588	0.48225424	0.47580913	0.47882095	0.48625016	0.47953558	0.47966358	0.4850117	0.48242432	0.4743583	0.48211488	0.4829173	0.4841126	0.48567292	0.48016998	0.47969425	0.47760817	0.48374563	0.48585984	0.47828564	0.4842706	0.49019974	0.4862528	0.47963133	0.48302788	0.4787615	0.48247424	0.4840437	0.47696432	0.4830014	0.48030415	0.47833255	0.48300695	0.48305348	0.48680738	0.48149124	0.47647017	0.48169097	0.47894064	0.4802503	0.48091102	0.47911653	0.47585344	0.4847869	0.48476747	0.47763804	0.47912353	0.4803532	0.4777247	0.48092344	0.4816889	0.48203865	0.47944754	0.4833834	0.48215145	0.48797196	0.48138532	0.48481765	0.4808717	0.47680652	0.47827497	0.4794781	0.48391074	0.47564432	0.4825736	0.47984532	0.47793755	0.4800608	0.47884232	0.48774242	0.4844436	0.4813161	0.5830788	0.7896623	0.43245244	0.3522334	0.50507414	0.79330826	0.6075648	0.79425085	0.3947727	0.35773095	0.37778607	0.58827525	0.40289652	0.51802784	0.32467654	0.3388029	0.39181444	0.36365074	0.20564105	0.39998496	0.5601488	0.47506282	0.43016306	0.381435	0.40382063	0.40723583	0.26390392	0.66387457	0.39005604	0.46265158	0.3483794	0.7411765	0.31587088	0.535708	0.7138634	0.59705234	0.75548613	0.33708867	0.3877249	0.38513902	0.41971627	0.5070775	0.5707025	0.6458657	0.30570346	0.6508794	0.48494115	0.50306463	0.23187812	0.73709846	0.36749157	0.41939476	0.71336	0.59521824	0.4804701	0.38771397	0.58927727	0.3751724	0.742553	0.30620557	0.7497071	0.3855456	0.3662761	0.7664133	0.38579962	0.6537054	0.6624793	0.37019852	0.72704726	0.31224188	0.6232771	0.26152906	0.31778345	0.6606051	0.6943149	0.6159269	0.33915162	0.51444906	0.38614976	0.51973605	0.73504716	0.70865303	0.6295859	0.76975906	0.5516406	0.7370694	0.27490517	0.6145438	0.5706852	0.33753175	0.5557871	0.6932171	0.35493603	0.37358397	0.7541988	0.23510915	0.3822021	0.74100274	0.295857	0.6968013
HH-PA14_7-6-09_7-8-09_s1.CEL	0.48074314	0.48482	0.48449588	0.4809985	0.48394623	0.4806722	0.48105294	0.48122597	0.4791889	0.48466405	0.48542538	0.47993833	0.48249367	0.48265892	0.47875187	0.4833855	0.48710632	0.48539174	0.48545462	0.48631358	0.48328444	0.48330015	0.484731	0.48191723	0.48185754	0.48451054	0.48376182	0.47950083	0.47938782	0.48327655	0.47680226	0.4798108	0.48725125	0.4805352	0.48065472	0.48599297	0.48340428	0.4753529	0.4830893	0.48390514	0.48512912	0.4866757	0.48119032	0.4807147	0.47858596	0.4847465	0.4868543	0.47927487	0.48526582	0.49121845	0.48724303	0.48060855	0.4840466	0.47975993	0.4834726	0.48503956	0.477958	0.483995	0.48130333	0.47934273	0.48400772	0.48405612	0.48781788	0.48250133	0.4774556	0.48268336	0.47993857	0.48125258	0.48189065	0.48011687	0.47685707	0.48578864	0.48579493	0.47862306	0.4801159	0.48134476	0.4787145	0.48194957	0.4826887	0.48304734	0.48044544	0.48438162	0.48314807	0.48897552	0.4823839	0.4857996	0.48184815	0.4777953	0.4792477	0.48046196	0.48493123	0.47663802	0.48355585	0.4808408	0.4789177	0.48105773	0.47983935	0.48878726	0.48544022	0.48231718	0.58330446	0.78991705	0.4325864	0.35235414	0.5052268	0.7935549	0.60770655	0.79450953	0.39494586	0.35783234	0.37795222	0.58845925	0.40302798	0.51820165	0.3247664	0.33891848	0.39191747	0.36373886	0.20570152	0.40012097	0.56033796	0.47522527	0.43032414	0.38152358	0.4039682	0.40736672	0.26397672	0.66405016	0.3902062	0.46281883	0.34846035	0.74140054	0.31596878	0.5358925	0.7140817	0.5972268	0.75575566	0.3371828	0.38782457	0.38524392	0.41984576	0.50729156	0.57090145	0.6460656	0.30574828	0.6511046	0.4851263	0.50320643	0.23195302	0.7373701	0.36761522	0.41953486	0.7136216	0.59541607	0.4806613	0.38781998	0.58951026	0.37527183	0.7428013	0.30625373	0.7499493	0.38567072	0.36639598	0.76668274	0.38589072	0.65396243	0.6626846	0.370332	0.72727185	0.31231946	0.62346566	0.26161528	0.31789127	0.66078216	0.694546	0.61612415	0.33926785	0.5145759	0.38625574	0.5199584	0.7353048	0.7089218	0.629795	0.76999235	0.5518482	0.7373439	0.27497742	0.6147183	0.5708954	0.33759046	0.5559632	0.6934477	0.35505706	0.37370825	0.7544437	0.23519136	0.38236243	0.7412694	0.2959419	0.6970286
