	0	1
0	0.0	0.61744386
1	0.0	0.6054233
2	0.0	0.593403
3	0.0	0.58138263
4	0.0	0.5693621
5	0.0	0.5573419
6	0.0	0.54532164
7	0.0	0.53330094
8	0.0	0.5212807
9	0.0	0.50926
10	0.0	0.49712962
11	0.0	0.48486364
12	0.0	0.47259682
13	0.0	0.46033102
14	0.0	0.44806457
15	0.0	0.43579847
16	0.0	0.42353213
17	0.0	0.4112658
18	0.0	0.39899945
19	0.0	0.3867331
20	0.0	0.37446713
21	0.0	0.36210614
22	0.0	0.34956437
23	0.0	0.33701926
24	0.0	0.32447368
25	0.0	0.31192857
26	0.0	0.29938352
27	0.0	0.28683805
28	0.0	0.27429265
29	0.0	0.26174766
30	0.0	0.24920243
31	0.0	0.23665708
32	0.0	0.22405851
33	0.0	0.21109879
34	0.0	0.19853038
35	0.0	0.18590772
36	0.0	0.17320502
37	0.0	0.16035146
38	0.0	0.14741564
39	0.0	0.13447928
40	0.0	0.12154341
41	0.0	0.10860765
42	0.0	0.095671475
43	0.0	0.08273545
44	0.0	0.06979942
45	0.0	0.05686325
46	0.0	0.043927282
47	0.0	0.030991465
48	0.0	0.01805517
49	0.0	0.00486964
50	0.0	0.0
51	0.0	0.0
52	0.0	0.0
53	0.0	0.0
54	0.0	0.0
55	0.0	0.0
56	0.0	0.0
57	0.0	0.0
58	0.0	0.0
59	0.0	0.0
60	0.0	0.0
61	0.0	0.0
62	0.0	0.0
63	0.0	0.0
64	0.0	0.0
65	0.0	0.0
66	0.0	0.0
67	0.0	0.0
68	0.0	0.0
69	0.0	0.0
70	0.0	0.0
71	0.0	0.0
72	0.0	0.0
73	0.0	0.0
74	0.0	0.0
75	0.0	0.0
76	0.0	0.0
77	0.0	0.0
78	0.0	0.0
79	0.0	0.0
80	0.0	0.0
81	0.0	0.0
82	0.0	0.0
83	0.0	0.0
84	0.0	0.0
85	0.0	0.0
86	0.0	0.0
87	0.0	0.0
88	0.0	0.0
89	0.0	0.0
90	0.0	0.0
91	0.0	0.0
92	0.0	0.0
93	0.0	0.0
94	0.0	0.0
95	0.0	0.0
96	0.0	0.0
97	0.0	0.0
98	0.0	0.0
99	0.0	0.0
