	loss	val_loss	learning_rate	batch_size	epochs	kappa
0	3744.2053632593866	3607.8791565454308	0.001	100	200	0.01
1	3578.2431230687384	3619.069188222164	0.001	100	200	0.01
2	3519.180052799965	3596.4137383469015	0.001	100	200	0.01
3	3497.909433848822	3554.51405142135	0.001	100	200	0.01
4	3489.6906009503264	3563.7115098969275	0.001	100	200	0.01
5	3483.0977309497434	3531.201680672269	0.001	100	200	0.01
6	3480.9104459392493	3529.914364085478	0.001	100	200	0.01
7	3477.126712628265	3521.437274323792	0.001	100	200	0.01
8	3473.4142902431204	3508.24807970063	0.001	100	200	0.01
9	3472.5860386179456	3513.516476414785	0.001	100	200	0.01
10	3468.358742785098	3496.027066783745	0.001	100	200	0.01
11	3468.118304352262	3496.1125939633666	0.001	100	200	0.01
12	3464.587818658174	3493.8181029247635	0.001	100	200	0.01
13	3461.982976657241	3491.728493057379	0.001	100	200	0.01
14	3460.5158454553407	3482.310450449711	0.001	100	200	0.01
15	3459.5470535506065	3480.3356133469015	0.001	100	200	0.01
16	3458.723437864389	3488.2838186055674	0.001	100	200	0.01
17	3455.249521739447	3496.71086159073	0.001	100	200	0.01
18	3453.668715747435	3483.233751313025	0.001	100	200	0.01
19	3453.397805285098	3474.785377823004	0.001	100	200	0.01
20	3450.7049934045594	3476.5133661863183	0.001	100	200	0.01
21	3445.034634262768	3474.10193178834	0.001	100	200	0.01
22	3444.023749963561	3465.8602715500265	0.001	100	200	0.01
23	3441.3097679935286	3463.4300424271273	0.001	100	200	0.01
24	3438.4228470076378	3455.7117909663866	0.001	100	200	0.01
25	3438.494413005772	3461.5157829733457	0.001	100	200	0.01
26	3439.6974259561566	3456.851131663603	0.001	100	200	0.01
27	3435.714757207614	3448.0184500558034	0.001	100	200	0.01
28	3433.1814429439714	3461.223193769695	0.001	100	200	0.01
29	3431.603320676889	3450.875603170956	0.001	100	200	0.01
30	3426.925486094916	3453.3921042049633	0.001	100	200	0.01
31	3425.209515471957	3452.2631897485558	0.001	100	200	0.01
32	3426.762125043727	3447.349707851891	0.001	100	200	0.01
33	3423.9343571449394	3453.4036670332193	0.001	100	200	0.01
34	3421.825411212978	3451.7255879891018	0.001	100	200	0.01
35	3424.4034469376747	3443.610591599921	0.001	100	200	0.01
36	3420.9633324466536	3448.47366563813	0.001	100	200	0.01
37	3419.2172059016443	3447.53755457261	0.001	100	200	0.01
38	3417.4385303098766	3443.7147555311185	0.001	100	200	0.01
39	3416.0574377259213	3442.783467781644	0.001	100	200	0.01
40	3415.758601402169	3435.306172859769	0.001	100	200	0.01
41	3415.0303135202894	3435.10081366531	0.001	100	200	0.01
42	3413.5555365263526	3443.625320049895	0.001	100	200	0.01
43	3411.6543314919545	3447.2591009059875	0.001	100	200	0.01
44	3411.7644926612056	3433.247242647059	0.001	100	200	0.01
45	3411.0700446740907	3436.7992281873685	0.001	100	200	0.01
46	3408.3157995423276	3433.144342502626	0.001	100	200	0.01
47	3408.3102854258977	3430.331149061187	0.001	100	200	0.01
48	3407.5870798594915	3431.574651637999	0.001	100	200	0.01
49	3405.6882542852145	3428.892145237001	0.001	100	200	0.01
50	3407.311614534748	3426.3699366465335	0.001	100	200	0.01
51	3401.4844934264224	3433.29008214614	0.001	100	200	0.01
52	3402.8765978457322	3435.513277967437	0.001	100	200	0.01
53	3401.399007768773	3428.7225762375265	0.001	100	200	0.01
54	3399.9993213255016	3423.8752851726626	0.001	100	200	0.01
55	3400.2259275521806	3423.8829663701417	0.001	100	200	0.01
56	3398.342146688433	3417.52697446166	0.001	100	200	0.01
57	3397.5705293114506	3419.2138158974526	0.001	100	200	0.01
58	3397.2263074277053	3418.0174960609243	0.001	100	200	0.01
59	3397.0002277431204	3417.4251514082193	0.001	100	200	0.01
60	3396.265328022971	3414.0901125098476	0.001	100	200	0.01
61	3395.913606102787	3413.922831046481	0.001	100	200	0.01
62	3393.726564321945	3416.678470900079	0.001	100	200	0.01
63	3393.350587759445	3417.864871241465	0.001	100	200	0.01
64	3392.5035509707322	3416.410907136292	0.001	100	200	0.01
65	3391.9658531075092	3414.776859571954	0.001	100	200	0.01
66	3390.3450982392724	3415.02437097886	0.001	100	200	0.01
67	3390.159802792677	3412.0064707523634	0.001	100	200	0.01
68	3389.128843392899	3411.8727575991334	0.001	100	200	0.01
69	3390.3764830631994	3411.123219209559	0.001	100	200	0.01
70	3389.8804439715486	3405.834000787815	0.001	100	200	0.01
71	3387.065784055795	3404.249267578125	0.001	100	200	0.01
72	3388.497572258337	3408.254076532957	0.001	100	200	0.01
73	3385.74401217788	3409.856636111476	0.001	100	200	0.01
74	3386.005030390042	3410.2114196264442	0.001	100	200	0.01
75	3385.4381713867188	3407.313648897059	0.001	100	200	0.01
76	3383.1351373017724	3404.24102629333	0.001	100	200	0.01
77	3382.979726307428	3404.381536403624	0.001	100	200	0.01
78	3382.304831433652	3406.3013803177523	0.001	100	200	0.01
79	3381.3658675008746	3404.1267171907825	0.001	100	200	0.01
80	3383.473863288538	3405.3370351070116	0.001	100	200	0.01
81	3382.8786885275767	3405.8473813353467	0.001	100	200	0.01
82	3380.6429543566346	3400.1021020712974	0.001	100	200	0.01
83	3381.880685379256	3405.2469636292017	0.001	100	200	0.01
84	3379.727166474755	3401.743365119485	0.001	100	200	0.01
85	3377.732622288946	3399.379977186187	0.001	100	200	0.01
86	3378.455106365147	3400.4677057346375	0.001	100	200	0.01
87	3378.1778263832207	3396.390173647584	0.001	100	200	0.01
88	3376.893503673041	3400.6221585313815	0.001	100	200	0.01
89	3375.617005305504	3398.892506318934	0.001	100	200	0.01
90	3377.2977978151234	3396.9958742285976	0.001	100	200	0.01
91	3374.034534055795	3398.66311876313	0.001	100	200	0.01
92	3375.442440203766	3394.0234477580093	0.001	100	200	0.01
93	3374.6342709669425	3395.5305155265232	0.001	100	200	0.01
94	3373.84240995948	3395.661822150735	0.001	100	200	0.01
95	3374.041829123426	3395.09397772781	0.001	100	200	0.01
96	3371.9792453139576	3394.088305048582	0.001	100	200	0.01
97	3373.69933990934	3395.7163434709823	0.001	100	200	0.01
98	3371.091021637418	3393.957911387211	0.001	100	200	0.01
99	3371.824665126516	3394.4433614266018	0.001	100	200	0.01
100	3372.2144602305852	3397.3507849428834	0.001	100	200	0.01
101	3370.6480421379433	3391.2262157792807	0.001	100	200	0.01
102	3371.723316705049	3392.0664185596115	0.001	100	200	0.01
103	3370.969222794718	3390.943490677521	0.001	100	200	0.01
104	3369.798525682136	3392.2470785189075	0.001	100	200	0.01
105	3370.417915913596	3387.8863535648634	0.001	100	200	0.01
106	3369.966817827367	3390.3847369025734	0.001	100	200	0.01
107	3367.897777044951	3391.562744140625	0.001	100	200	0.01
108	3368.09252383104	3392.615174878545	0.001	100	200	0.01
109	3366.9885426991023	3387.144586643251	0.001	100	200	0.01
110	3366.459741393132	3386.7599235983457	0.001	100	200	0.01
111	3365.644932988864	3388.549353335084	0.001	100	200	0.01
112	3367.6345087307604	3386.6762449120274	0.001	100	200	0.01
113	3365.4296656366605	3391.1078321953783	0.001	100	200	0.01
114	3365.0054266630714	3388.6715959821427	0.001	100	200	0.01
115	3365.467875466418	3385.5260963760506	0.001	100	200	0.01
116	3365.2802998557017	3385.5753040474	0.001	100	200	0.01
117	3364.2748804804105	3390.765836314995	0.001	100	200	0.01
118	3364.628317761777	3385.0227296973476	0.001	100	200	0.01
119	3364.116311144473	3387.1610322840074	0.001	100	200	0.01
120	3362.100048463736	3384.7548192128415	0.001	100	200	0.01
121	3363.2446844755714	3383.9858049665177	0.001	100	200	0.01
122	3363.0715158946477	3386.315821543461	0.001	100	200	0.01
123	3361.6942721694263	3384.4867507549893	0.001	100	200	0.01
124	3361.8911497201493	3384.5498846999735	0.001	100	200	0.01
