	loss	val_loss	learning_rate	batch_size	epochs	kappa
0	3852.685302734375	3843.563232421875	0.001	50	100	0.01
1	3846.29052734375	3846.107666015625	0.001	50	100	0.01
2	3845.154052734375	3849.74365234375	0.001	50	100	0.01
3	3845.3662109375	3845.992919921875	0.001	50	100	0.01
4	3850.20361328125	3857.53466796875	0.001	50	100	0.01
5	3832.870849609375	3850.326904296875	0.001	50	100	0.01
6	3840.829345703125	3815.615478515625	0.001	50	100	0.01
7	3847.681640625	3855.236328125	0.001	50	100	0.01
8	3836.501220703125	3820.20703125	0.001	50	100	0.01
9	3831.903076171875	3816.01318359375	0.001	50	100	0.01
10	3838.148681640625	3843.69482421875	0.001	50	100	0.01
11	3813.9013671875	3812.013427734375	0.001	50	100	0.01
12	3831.754638671875	3817.48828125	0.001	50	100	0.01
13	3836.221435546875	3842.83056640625	0.001	50	100	0.01
14	3863.129638671875	3827.212890625	0.001	50	100	0.01
15	3836.598388671875	3830.286865234375	0.001	50	100	0.01
16	3828.60107421875	3814.40673828125	0.001	50	100	0.01
17	3820.72216796875	3822.322509765625	0.001	50	100	0.01
18	3784.010009765625	3848.6318359375	0.001	50	100	0.01
19	3842.735107421875	3823.115966796875	0.001	50	100	0.01
20	3855.034912109375	3853.6748046875	0.001	50	100	0.01
21	3808.635009765625	3794.98388671875	0.001	50	100	0.01
22	3837.74267578125	3805.701171875	0.001	50	100	0.01
23	3830.749267578125	3844.8154296875	0.001	50	100	0.01
24	3801.70361328125	3799.460205078125	0.001	50	100	0.01
25	3845.998291015625	3819.503662109375	0.001	50	100	0.01
26	3827.174560546875	3827.44970703125	0.001	50	100	0.01
27	3814.6640625	3798.373291015625	0.001	50	100	0.01
28	3821.46533203125	3814.68603515625	0.001	50	100	0.01
29	3822.333984375	3835.8466796875	0.001	50	100	0.01
30	3808.445556640625	3793.091064453125	0.001	50	100	0.01
31	3804.200927734375	3778.838134765625	0.001	50	100	0.01
32	3818.048583984375	3793.2890625	0.001	50	100	0.01
33	3778.52001953125	3803.0087890625	0.001	50	100	0.01
34	3825.4111328125	3821.202392578125	0.001	50	100	0.01
35	3783.445068359375	3804.06494140625	0.001	50	100	0.01
36	3816.855712890625	3800.227783203125	0.001	50	100	0.01
37	3816.2919921875	3816.928955078125	0.001	50	100	0.01
38	3825.145751953125	3822.398681640625	0.001	50	100	0.01
39	3770.633056640625	3830.402099609375	0.001	50	100	0.01
40	3809.589111328125	3764.657470703125	0.001	50	100	0.01
41	3824.84130859375	3811.856689453125	0.001	50	100	0.01
42	3814.37744140625	3804.665771484375	0.001	50	100	0.01
43	3794.283935546875	3790.286376953125	0.001	50	100	0.01
