	loss	val_loss	learning_rate	batch_size	epochs	kappa
0	3683.9161760930165	3567.3376257944915	0.001	50	100	0.01
1	3521.481956517752	3628.6086880958687	0.001	50	100	0.01
2	3491.296063490317	3585.6455574682204	0.001	50	100	0.01
3	3478.6881567726673	3522.5681359242585	0.001	50	100	0.01
4	3471.1970478469775	3484.6560927568858	0.001	50	100	0.01
5	3467.0834238831426	3472.3272229210806	0.001	50	100	0.01
6	3458.068563398621	3460.7769589181676	0.001	50	100	0.01
7	3454.0911985585385	3467.6467947232522	0.001	50	100	0.01
8	3452.0206293097126	3462.936254469015	0.001	50	100	0.01
9	3449.353535110402	3450.8426699880824	0.001	50	100	0.01
10	3446.005251888938	3451.410383838718	0.001	50	100	0.01
11	3444.163837844777	3452.6434471001057	0.001	50	100	0.01
12	3438.949080059786	3443.928855766684	0.001	50	100	0.01
13	3433.716910348812	3441.5747980667375	0.001	50	100	0.01
14	3430.5147378411093	3446.210300251589	0.001	50	100	0.01
15	3431.3612043353874	3433.092988612288	0.001	50	100	0.01
16	3426.6936550946302	3433.850813526218	0.001	50	100	0.01
17	3424.2228190104165	3438.818156614142	0.001	50	100	0.01
18	3424.6077588578346	3427.34959696107	0.001	50	100	0.01
19	3418.5805675524502	3432.0594834149892	0.001	50	100	0.01
20	3418.617030470584	3425.366844047934	0.001	50	100	0.01
21	3419.58046897924	3421.6998725503177	0.001	50	100	0.01
22	3414.895675157717	3421.2334439552437	0.001	50	100	0.01
23	3412.1747909330984	3421.2986046742585	0.001	50	100	0.01
24	3409.6554167125146	3422.5921279131358	0.001	50	100	0.01
25	3410.6627202996624	3416.2344991393006	0.001	50	100	0.01
26	3406.6921604496774	3413.9933419954978	0.001	50	100	0.01
27	3407.1946534349327	3414.714301675053	0.001	50	100	0.01
28	3402.7795341384244	3411.7222590042375	0.001	50	100	0.01
29	3402.775753970437	3410.0225850768006	0.001	50	100	0.01
30	3401.5435040254547	3409.519829184322	0.001	50	100	0.01
31	3400.567626953125	3406.413156283104	0.001	50	100	0.01
32	3400.71455376137	3409.740751622087	0.001	50	100	0.01
33	3400.31972793794	3408.4852108712926	0.001	50	100	0.01
34	3397.5458640514967	3402.876204151218	0.001	50	100	0.01
35	3395.9552959030225	3398.7155430680614	0.001	50	100	0.01
36	3395.132193551937	3403.326933262712	0.001	50	100	0.01
37	3392.959532258656	3401.7874031713454	0.001	50	100	0.01
38	3391.9107006950558	3399.0284237619176	0.001	50	100	0.01
39	3391.0264691993107	3401.019287109375	0.001	50	100	0.01
40	3391.2243491875734	3401.5624503442796	0.001	50	100	0.01
41	3388.7210492774357	3396.855642545021	0.001	50	100	0.01
42	3387.8856275674884	3402.960594047934	0.001	50	100	0.01
43	3388.1415751998975	3400.4969792770125	0.001	50	100	0.01
44	3388.0545350553843	3399.3356602555614	0.001	50	100	0.01
45	3386.3538950172388	3395.6918738413665	0.001	50	100	0.01
46	3385.1615316901407	3392.9618478548728	0.001	50	100	0.01
47	3384.8785383197624	3391.0948631157307	0.001	50	100	0.01
48	3383.9524074787264	3393.022200244968	0.001	50	100	0.01
49	3382.3067048122066	3396.2218741724046	0.001	50	100	0.01
50	3384.2847860273623	3394.3806607521187	0.001	50	100	0.01
51	3382.019548443002	3388.4002375198625	0.001	50	100	0.01
52	3379.1379256987234	3385.8910677635063	0.001	50	100	0.01
53	3378.399573384316	3390.8481072894597	0.001	50	100	0.01
54	3379.7697020338173	3389.9890343617585	0.001	50	100	0.01
55	3378.548172498533	3386.700667041843	0.001	50	100	0.01
56	3376.301355496259	3386.437404826536	0.001	50	100	0.01
57	3377.1204656323357	3386.9902012711864	0.001	50	100	0.01
58	3375.6724813398623	3389.3433527542375	0.001	50	100	0.01
59	3374.680722518706	3388.0417852886653	0.001	50	100	0.01
60	3374.627131932218	3385.6365490929556	0.001	50	100	0.01
61	3374.9069480358717	3382.2018132613875	0.001	50	100	0.01
62	3372.9368569817343	3384.5083504369704	0.001	50	100	0.01
63	3371.165470033744	3382.182944087659	0.001	50	100	0.01
64	3370.7015501210385	3382.3369637182204	0.001	50	100	0.01
65	3371.5245837001175	3378.470835540254	0.001	50	100	0.01
66	3370.231708938527	3382.010522874735	0.001	50	100	0.01
67	3370.4371378007627	3380.171154992055	0.001	50	100	0.01
68	3369.408927523474	3377.4074789790784	0.001	50	100	0.01
69	3368.8340107376025	3375.4327082229875	0.001	50	100	0.01
70	3368.504988262911	3378.3652964446505	0.001	50	100	0.01
71	3367.1012037393634	3375.791847358316	0.001	50	100	0.01
72	3365.5839236263937	3374.2562069650426	0.001	50	100	0.01
73	3365.541317075631	3377.299502615201	0.001	50	100	0.01
74	3365.343203262544	3375.948879435911	0.001	50	100	0.01
75	3366.6963509573065	3375.8797959149892	0.001	50	100	0.01
76	3363.6295870928698	3371.310451701536	0.001	50	100	0.01
77	3364.8507830839203	3374.9116252317267	0.001	50	100	0.01
78	3365.826056108788	3375.894473318326	0.001	50	100	0.01
79	3363.7371339036827	3377.752238645392	0.001	50	100	0.01
80	3362.1234652380426	3371.432960639566	0.001	50	100	0.01
81	3362.2361573411827	3372.4924771583687	0.001	50	100	0.01
82	3361.191414273401	3372.837075443591	0.001	50	100	0.01
83	3361.38877159441	3372.160805912341	0.001	50	100	0.01
84	3361.965828335901	3374.367170948093	0.001	50	100	0.01
85	3362.193776591843	3370.488119868909	0.001	50	100	0.01
86	3359.5848348554873	3370.174978482521	0.001	50	100	0.01
87	3360.364209672095	3373.886379435911	0.001	50	100	0.01
88	3359.010438444469	3368.594511387712	0.001	50	100	0.01
89	3359.362677202538	3369.049204680879	0.001	50	100	0.01
90	3359.2140700649206	3372.273218187235	0.001	50	100	0.01
91	3358.0972321559566	3370.9898991988875	0.001	50	100	0.01
92	3357.4373223389816	3369.164223881091	0.001	50	100	0.01
93	3358.256756849692	3369.6417422537074	0.001	50	100	0.01
94	3356.8609223701583	3366.5685290320444	0.001	50	100	0.01
95	3357.960362107541	3365.706282276218	0.001	50	100	0.01
96	3356.8349483292986	3366.4060141353284	0.001	50	100	0.01
97	3355.3568808685445	3365.1381049721927	0.001	50	100	0.01
98	3355.247996442195	3366.5262637380824	0.001	50	100	0.01
99	3353.5161407900528	3367.1658211400954	0.001	50	100	0.01
