	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
0.1_12hr_CSV86(Pae_G1a).CEL	0.0	0.41672205924987793	0.0	1.0484681129455566	0.0	0.0	0.0	0.0	0.0	0.448483943939209	0.0	0.0	0.0	0.0	1.5029306411743164	0.7460356950759888	0.0	0.0	0.0	0.20368361473083496	1.175405502319336	0.0	0.0	0.0	0.0	0.900759220123291	0.0	10.046433448791504	0.0	0.8171501159667969	3.14996075630188	0.0	0.0	4.0989532470703125	0.0	3.7149126529693604	0.0	3.239826202392578	1.094527006149292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2982755899429321	0.0	0.0	0.0	0.0	0.0	0.0	0.6089215278625488	0.0	7.153107166290283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.26964282989502	0.0	0.0	1.5289260149002075	0.0	0.0	0.0	0.0	0.0	0.0	9.741442680358887	0.0	0.0	0.23074626922607422	0.0	0.0	0.0	0.0	0.0	2.9398717880249023	0.0	7.457907199859619	0.0	0.0	0.0	0.0	0.0	0.0	0.26575392484664917	0.0	0.0	9.77441120147705	0.0	0.0
0.1_2hr_CSV86(Pae_G1a).CEL	0.0	0.0	0.017633438110351562	6.517234802246094	0.0	0.0	0.08347153663635254	0.0	0.0	0.17731428146362305	0.5238995552062988	0.0	0.0	0.0	6.393731117248535	0.0	0.0	0.035775184631347656	0.0	0.0	0.3150348663330078	0.0	0.0	0.0	0.0	0.0	0.0	5.579292297363281	0.0	0.46360480785369873	0.0	0.0	0.0	0.0	0.33387279510498047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.373706340789795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4171345233917236	2.3181142807006836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.157435417175293	0.0	0.6788177490234375	0.0	0.0	0.0	0.0	0.42380809783935547	0.0	0.0	6.541769981384277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31940293312072754	5.10597038269043	0.09341001510620117	5.3287200927734375	0.0	0.0	0.0	0.0	0.0	0.0	0.43962687253952026	0.0	0.0	10.116704940795898	0.0	0.0
0.1_6hr_CSV86(Pae_G1a).CEL	0.0	0.0	0.0	6.532809257507324	0.0	0.0	0.09400111436843872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.679595470428467	0.0	0.0	0.0	0.0	0.0	0.016686439514160156	0.0	0.0	0.0	0.0	0.35027408599853516	0.0	6.571441173553467	0.0	0.0	0.0	1.1315031051635742	1.1944804191589355	0.0	0.11811685562133789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.601186752319336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2575368881225586	2.3467111587524414	0.0	0.0	0.0	0.0	0.3551645278930664	0.0	0.0	0.0	0.0	6.92354154586792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.941145896911621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.133898735046387	0.9732680320739746	4.8023362159729	0.0	1.609757661819458	0.0	0.0	0.0	0.0	0.0	0.07285046577453613	0.0	9.007659912109375	0.0	0.0
0.1_7hr_CSV86(Pae_G1a).CEL	0.0	0.0	0.0	8.036983489990234	0.0	0.3310279846191406	0.051609575748443604	0.0	0.0	0.0	0.8283195495605469	0.0	0.19440054893493652	0.0	6.67003870010376	0.0	0.0	0.0	0.0	0.0	0.3003559112548828	0.0	0.0	0.0	0.0	0.0	0.0	6.320220470428467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.918759822845459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.460470199584961	0.14281082153320312	0.0	0.0	0.0	0.0	0.0	0.3328061103820801	0.5893816947937012	0.0	0.0	4.444790840148926	0.0	1.6602516174316406	0.0	0.0018820762634277344	0.0	0.0	1.0762367248535156	0.0	0.0	6.267299175262451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9023710489273071	6.669469833374023	0.0	4.947484016418457	0.0	0.0	0.0	0.0	0.29933297634124756	0.0	0.0	0.020919442176818848	0.0	8.614748001098633	0.0	0.0
0.1_9hr_CSV86(Pae_G1a).CEL	0.0	0.3981224298477173	0.0	6.3478546142578125	0.0	0.0	0.8392729759216309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.672535419464111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6729047298431396	0.0	6.873229503631592	0.0	0.0	0.0	0.0	1.1816127300262451	1.152878761291504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.421317100524902	0.0	0.0	0.0	0.0	0.0	0.26331377029418945	0.0	0.0	0.0	0.0	0.0	0.0	1.7304635047912598	4.119660377502441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.854859352111816	0.4362342357635498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.185319900512695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.561837196350098	0.0	4.710676670074463	0.0	0.0	0.0	0.0	0.0	0.0	0.14691609144210815	0.0	0.0	6.8872528076171875	0.0	0.0
05_PA14000-4-2_5-10-07_S2.CEL	2.147049903869629	1.3197813034057617	0.0	0.0	0.0	3.84564471244812	0.09837919473648071	0.0	3.8120241165161133	0.0	0.30727672576904297	0.0	6.057516574859619	3.836812973022461	0.8109126091003418	1.7246201038360596	0.0	1.877746343612671	2.1697561740875244	4.179289817810059	0.0	0.0	0.0	0.0	1.474173903465271	1.683678150177002	0.32617613673210144	0.0	3.3787171840667725	0.0	0.0	0.0	0.7235865592956543	0.0	1.6858842372894287	5.531576156616211	1.5436363220214844	0.0	2.655869245529175	4.662579536437988	0.0	0.0	0.883387565612793	0.0	2.7805049419403076	2.720600128173828	2.5209662914276123	4.304234504699707	3.4489781856536865	3.520954132080078	0.0	3.43050479888916	1.8493385314941406	0.1793384552001953	0.0	0.0	0.0	0.4780693054199219	0.6618142127990723	0.0	0.0	1.1384398937225342	3.9781832695007324	0.0	1.8643007278442383	0.0	0.0	0.3379487991333008	0.0	0.0	5.388896942138672	0.0	0.0	4.146324157714844	5.289249897003174	2.5343477725982666	0.0	0.0	0.0	0.0	0.0	0.3243245780467987	5.937201976776123	2.2888119220733643	1.067971110343933	0.0	0.0	0.33869338035583496	0.0	0.0	0.0	0.5725002884864807	0.4874941110610962	0.0	0.4586377739906311	0.24902403354644775	0.8658761978149414	0.0	0.0	0.0
1_12hr_CSV86(Pae_G1a).CEL	0.0	0.0	0.0	5.921354293823242	0.0	0.0	1.6406896114349365	0.0	0.0	0.11852121353149414	0.0	0.0	0.0	0.0	4.84776496887207	0.0	0.0	0.15323686599731445	0.0	0.0	0.6379938125610352	0.0	0.0	0.0	0.0	1.6749194860458374	0.0	7.464413642883301	0.0	0.19503211975097656	0.0	0.0	0.05624055862426758	0.9729056358337402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.618754863739014	0.715154767036438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09566497802734375	0.0	0.0	1.408790111541748	3.3846256732940674	0.12411105632781982	0.0	0.055835604667663574	0.0	0.4416806697845459	0.0	0.0	0.0	0.0	7.015653610229492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.327688217163086	0.0	0.0	0.0	0.0	1.1751850843429565	0.0	0.0	0.048406243324279785	5.053461074829102	0.0	7.428798675537109	0.0	0.0	0.0	0.0	0.8234744071960449	0.0	0.10839962959289551	0.0	0.0	8.65611457824707	0.0	0.0
1_2hr_CSV86(Pae_G1a).CEL	0.0	0.04696047306060791	0.0	6.449465274810791	0.0	0.0	0.0	0.0	0.0	0.3053278923034668	0.21253061294555664	0.0	0.0	0.0	6.974503517150879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.453869819641113	0.0	0.33832550048828125	0.0	0.0	0.8856542110443115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.789169788360596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.192784309387207	2.097072124481201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.441252708435059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.859938621520996	0.0	0.0	0.0	0.0	1.5188037157058716	0.0	0.0	0.21691668033599854	5.694232940673828	0.050806522369384766	5.094091415405273	0.0	0.0	0.0	0.0	0.8692681789398193	0.0	0.24519497156143188	0.2153552770614624	0.0	8.07807445526123	0.0	0.0
1_6hr_CSV86(Pae_G1a).CEL	0.0	1.6454226970672607	0.17183804512023926	4.208620071411133	0.0	0.0	0.0	0.0	0.0	0.0	1.5300936698913574	0.0	0.0	0.0	6.102996826171875	0.4259333610534668	0.0	1.6040315628051758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.883213043212891	0.0	0.0	0.0	0.0	0.8144960403442383	0.3443880081176758	0.5291080474853516	0.3159342408180237	0.0	1.3008594512939453	0.0	0.0	0.0	0.0	4.476363182067871	0.0	0.0	0.0	0.0	0.0	0.0	0.24443626403808594	0.0	0.0	0.03886270523071289	0.0	1.1560001373291016	2.1011836528778076	3.008715867996216	0.0	0.0	0.474759042263031	0.0	0.0	0.0	0.0	0.0	0.0	7.6165618896484375	0.0	0.0	0.0	0.24619483947753906	0.0	0.0	0.0	0.0	0.0	8.666003227233887	0.0	0.0	0.0	0.0	0.0	0.10347509384155273	0.0	0.0	4.365204811096191	0.0	6.680211067199707	0.0	0.0	0.0	0.0	0.0	0.0	0.002222418785095215	1.3315365314483643	0.0	8.559931755065918	0.0	0.2277846336364746
1_7hr_CSV86(Pae_G1a).CEL	0.0	0.0	0.0	6.5850677490234375	0.0	0.0	0.5343247652053833	0.0	0.0	0.0	0.18138980865478516	0.0	0.0	0.0	5.2554168701171875	0.0	0.0	0.0	0.0	0.0	0.6900715827941895	0.0	0.0	0.0	0.0	0.28387367725372314	0.26922616362571716	7.824793815612793	0.0	0.016095399856567383	0.6529192924499512	0.0	0.0	0.8250613212585449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.760719299316406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2641643285751343	0.0	0.045549631118774414	0.0	0.0	1.5678739547729492	2.583252429962158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8984180092811584	0.0	5.468297004699707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.89052152633667	0.0	0.0	0.0	0.0	0.0	0.1480724811553955	0.8040206432342529	0.0	5.561266899108887	0.0	6.586034774780273	0.0	0.0	0.0	0.0	0.2818436622619629	0.0	0.46846646070480347	0.0	0.0	8.992993354797363	0.0	0.0
