loss	val_loss	learning_rate	batch_size	epochs	kappa
3690.410582585121	3533.020632960215	0.001	100	200	0.01
3534.7479566887246	3490.9490956538866	0.001	100	200	0.01
3470.653632776061	3495.30562097886	0.001	100	200	0.01
3444.8348388671875	3671.2957425157565	0.001	100	200	0.01
3432.992269487523	3532.4338789226626	0.001	100	200	0.01
3422.6567492129197	3512.612191849396	0.001	100	200	0.01
3415.274484207381	3503.449780888918	0.001	100	200	0.01
3410.518986488456	3479.8278500853467	0.001	100	200	0.01
3407.2563303477727	3459.6413163898374	0.001	100	200	0.01
3402.867401578533	3448.388969357274	0.001	100	200	0.01
3401.305160294718	3444.5830549993434	0.001	100	200	0.01
3397.9907882462685	3435.2993512834823	0.001	100	200	0.01
3396.034749045301	3424.0739828157825	0.001	100	200	0.01
3389.28002018715	3418.9733373818276	0.001	100	200	0.01
3388.726888628148	3426.3908424698006	0.001	100	200	0.01
3385.8939892213734	3438.182241744354	0.001	100	200	0.01
3385.124521739447	3424.6018702402835	0.001	100	200	0.01
3381.7169089246154	3426.2797728466385	0.001	100	200	0.01
3380.0013391295474	3420.913330078125	0.001	100	200	0.01
3378.267534398321	3406.4851915375525	0.001	100	200	0.01
3378.8152793770405	3402.5685953092175	0.001	100	200	0.01
3374.453666117654	3405.86350897781	0.001	100	200	0.01
3371.8177790855293	3401.9088555344015	0.001	100	200	0.01
3371.6905781760142	3407.126165309874	0.001	100	200	0.01
3370.12035950618	3409.2399245831143	0.001	100	200	0.01
3367.085736175082	3413.4339445739233	0.001	100	200	0.01
3363.8559615861122	3406.796288241859	0.001	100	200	0.01
3363.4763402227145	3412.9173778886557	0.001	100	200	0.01
3359.935738179221	3383.769644088104	0.001	100	200	0.01
3361.8271548143075	3397.8049008665967	0.001	100	200	0.01
3357.6173141251747	3386.396170479911	0.001	100	200	0.01
3358.0481212103546	3379.837689568015	0.001	100	200	0.01
3357.151081142141	3382.1093401227677	0.001	100	200	0.01
3354.4814179833256	3383.7468159138657	0.001	100	200	0.01
3350.268252244636	3390.424897009585	0.001	100	200	0.01
3351.051044521047	3385.7123223312765	0.001	100	200	0.01
3349.774103420884	3379.729754792542	0.001	100	200	0.01
3347.677259758337	3376.7954347754726	0.001	100	200	0.01
3346.497818220907	3377.1437372800683	0.001	100	200	0.01
3346.7305170315417	3370.440673828125	0.001	100	200	0.01
3345.597126064016	3368.277169363839	0.001	100	200	0.01
3345.3153367683067	3372.49673384979	0.001	100	200	0.01
3341.4400935386543	3366.7966226529675	0.001	100	200	0.01
3342.017701106285	3366.99377133666	0.001	100	200	0.01
3342.4330981809703	3359.038648076418	0.001	100	200	0.01
3342.902042218109	3360.3295980501575	0.001	100	200	0.01
3338.8100759022273	3367.7115365677523	0.001	100	200	0.01
3338.303772883629	3363.3144838990283	0.001	100	200	0.01
3338.3987262782766	3362.7046001017593	0.001	100	200	0.01
3335.5929146382346	3359.32670323989	0.001	100	200	0.01
3334.037382666744	3355.048393185399	0.001	100	200	0.01
3333.2554257520987	3356.5180151162026	0.001	100	200	0.01
3335.9592895507812	3358.4892988445376	0.001	100	200	0.01
3332.9483314628033	3350.143006909795	0.001	100	200	0.01
3332.352669331565	3351.325814896271	0.001	100	200	0.01
3330.5795625145756	3350.6322770319066	0.001	100	200	0.01
3329.8075142476096	3352.950384059874	0.001	100	200	0.01
3328.838305117479	3348.884373769039	0.001	100	200	0.01
3328.424914004198	3348.9378857011557	0.001	100	200	0.01
3326.9119116939714	3349.6005941439075	0.001	100	200	0.01
