	1	2	3	4	5	6	7	8	9	10
0.1_12hr_CSV86(Pae_G1a).CEL	8.033019065856934	0.0	1.1340432167053223	3.9011294841766357	0.0	11.225752830505371	0.0	6.006540298461914	0.3462190628051758	5.155157089233398
0.1_2hr_CSV86(Pae_G1a).CEL	9.34485912322998	0.0	0.0	2.5508151054382324	0.0	11.098851203918457	0.0	5.491082668304443	0.0	4.050223350524902
0.1_6hr_CSV86(Pae_G1a).CEL	8.322455406188965	0.0	0.059305012226104736	3.0074832439422607	0.0	10.800697326660156	0.0	6.049137115478516	0.0	4.422038555145264
0.1_7hr_CSV86(Pae_G1a).CEL	9.335648536682129	0.0	0.0	2.4402060508728027	0.0	11.07735824584961	0.0	5.903674125671387	0.0	3.4292078018188477
0.1_9hr_CSV86(Pae_G1a).CEL	8.277595520019531	0.0	0.7635054588317871	2.257239818572998	0.0	11.067420959472656	0.0	4.891931533813477	0.08736741542816162	3.8750672340393066
05_PA14000-4-2_5-10-07_S2.CEL	0.45137351751327515	7.7070817947387695	0.20461884140968323	4.500600814819336	1.4616767168045044	1.503505825996399	1.2692406177520752	0.0	10.366414070129395	0.0
1_12hr_CSV86(Pae_G1a).CEL	8.565105438232422	0.0	0.33888569474220276	3.28214693069458	0.0	11.095273971557617	0.0	6.063765525817871	0.0	4.647076606750488
1_2hr_CSV86(Pae_G1a).CEL	8.687718391418457	0.0	0.0	2.852261543273926	0.0	10.89598274230957	0.0	5.273119926452637	0.0	3.7537283897399902
1_6hr_CSV86(Pae_G1a).CEL	7.959969997406006	0.0	0.0	2.923482894897461	0.0	11.366683006286621	0.0	5.861105918884277	0.0	4.088172912597656
1_7hr_CSV86(Pae_G1a).CEL	9.037616729736328	0.0	0.48918840289115906	2.9752418994903564	0.0	10.984278678894043	0.0	5.519726753234863	0.0	4.40473747253418
1_9hr_CSV86(Pae_G1a).CEL	8.741584777832031	0.0	0.0	3.2819318771362305	0.0	10.75759220123291	0.0	5.527205467224121	0.0	4.438016414642334
120330-10978D_22_(Pae_G1a).CEL	0.3501436710357666	2.959167718887329	12.813056945800781	8.869668960571289	0.0	0.0	0.0	2.373664617538452	4.53933572769165	4.999457359313965
120330-10978D_23_(Pae_G1a).CEL	1.7048100233078003	2.3838181495666504	12.700788497924805	7.213700294494629	0.0	0.0	0.0	0.988322913646698	6.2478156089782715	4.15087890625
120330-10978D_24_(Pae_G1a).CEL	1.9833513498306274	3.126220703125	12.586467742919922	6.845056533813477	0.0	0.7438043355941772	0.0	1.1606318950653076	6.202530384063721	3.7787137031555176
120330-10978D_M1_(Pae_G1a).CEL	1.1114516258239746	3.016982078552246	11.886474609375	7.429612159729004	0.0	0.0	0.0	2.5836029052734375	6.23204231262207	4.7824225425720215
120330-10978D_M3_(Pae_G1a).CEL	1.255791187286377	3.8831188678741455	12.12806510925293	7.719274520874023	0.0	0.0	0.0	2.6738064289093018	5.373364448547363	4.947233200073242
120330-10978D_M4_(Pae_G1a).CEL	1.000811219215393	2.893805980682373	10.28585433959961	7.33036994934082	0.0	0.0	0.0	3.03794527053833	5.372687339782715	4.693463325500488
142_2014wt_anaero.CEL	9.581707954406738	4.918275833129883	1.2382632493972778	0.0	0.0	0.0	0.0	0.0	0.0	14.078795433044434
143b_2014wt_anaero.CEL	9.708343505859375	4.931157112121582	1.2553389072418213	0.0	0.0	0.0	0.0	0.0	0.0	13.824920654296875
144_2014wt_anaero.CEL	8.833575248718262	3.7639870643615723	0.9364126920700073	0.0	0.0	0.0	0.0	0.0	0.0	12.203753471374512
145_2014dR_anaero.CEL	9.013283729553223	4.0948052406311035	0.40710633993148804	0.0	0.0	0.0	0.0	0.0	0.0	13.161613464355469
146_2014dR_anaero.CEL	8.865436553955078	4.48907470703125	0.6639248728752136	0.0	0.0	0.0	0.0	0.0	0.0	14.210371017456055
147_2014dR_anaero.CEL	8.714764595031738	4.434167861938477	0.5414822697639465	0.0	0.0	0.0	0.0	0.0	0.0	13.67963981628418
20mM_CF600.CEL	9.510489463806152	0.0	0.3862137794494629	2.693786144256592	0.0	10.912928581237793	0.0	5.48416805267334	0.0	3.6248092651367188
20mM_KT2440.CEL	8.808399200439453	0.0	0.6317950487136841	2.6035733222961426	0.0	11.80342960357666	0.0	5.800271034240723	0.0	3.9304518699645996
2mM_CF600.CEL	9.03530502319336	0.0	0.40861910581588745	3.1537539958953857	0.0	10.993173599243164	0.0	6.341196060180664	0.0	4.3569512367248535
2mM_KT2440.CEL	9.040827751159668	0.0	0.5281581878662109	2.945136547088623	0.0	11.578849792480469	0.0	5.950002670288086	0.0	3.82422137260437
54375-4-05.CEL	0.0	6.353786945343018	0.28987303376197815	2.9698352813720703	0.0	0.8828871250152588	8.834553718566895	0.09962105751037598	1.433807611465454	5.856459617614746
aerobic_NO3_1.CEL	0.7580368518829346	1.0632916688919067	1.0328618288040161	9.861013412475586	5.217500686645508	2.5918776988983154	0.0	0.7306670546531677	8.863393783569336	0.9413853883743286
aerobic_NO3_2.CEL	2.284034252166748	2.5874462127685547	0.0	7.75502872467041	3.4405999183654785	5.535417556762695	0.40459728240966797	0.0	8.789222717285156	0.0
AKGlu_plus_nt_7-8-09_s1.CEL	0.0	2.5620460510253906	0.0	8.169367790222168	1.1052746772766113	0.4236680865287781	0.4408422112464905	2.395674467086792	13.28805160522461	2.418840169906616
anaerobic_NO3_1.CEL	0.0	0.0	8.309320449829102	10.09190845489502	7.902386665344238	2.4971704483032227	0.0	6.326997756958008	1.2691091299057007	0.0
anaerobic_NO3_2.CEL	0.0	0.0	8.547379493713379	10.884052276611328	7.978916645050049	2.3007609844207764	0.0	6.181609153747559	1.3802249431610107	0.0
control1_anaerobic_Pae_G1a.CEL	13.765570640563965	4.041311264038086	2.1318469047546387	0.0	0.0	0.0	0.0004514455795288086	6.983730316162109	0.0	0.0
control1aerobic_Pae_G1a.CEL	12.069798469543457	0.07495331764221191	3.3015596866607666	0.0	0.12956055998802185	0.0	0.0	8.067855834960938	0.0	0.0
