	loss	val_loss	learning_rate	batch_size	epochs	kappa
0	3750.102527097078	3595.9475470074153	0.001	100	500	0.01
1	3587.8392845966364	3580.575844974841	0.001	100	500	0.01
2	3526.695698384852	3648.084145756091	0.001	100	500	0.01
3	3506.5969417762576	3629.487710209216	0.001	100	500	0.01
4	3493.7798673034727	3550.284535553496	0.001	100	500	0.01
5	3485.859879848757	3505.703758110434	0.001	100	500	0.01
6	3483.124988494787	3476.6030314817267	0.001	100	500	0.01
7	3478.914110361687	3454.156547934322	0.001	100	500	0.01
8	3473.7206511214363	3454.5432087526483	0.001	100	500	0.01
9	3471.9749062095016	3453.4960440942796	0.001	100	500	0.01
10	3468.4966648687855	3448.8599419028073	0.001	100	500	0.01
11	3465.380359128328	3439.0715952727755	0.001	100	500	0.01
12	3465.8902158746173	3447.0363397113347	0.001	100	500	0.01
13	3463.0392914537433	3436.209067134534	0.001	100	500	0.01
14	3459.924369560335	3437.7549986758477	0.001	100	500	0.01
15	3461.681935848772	3440.4119273040255	0.001	100	500	0.01
16	3455.547293789762	3452.0314444849046	0.001	100	500	0.01
17	3454.7468952031545	3447.675251588983	0.001	100	500	0.01
18	3450.654115782944	3446.6024521649892	0.001	100	500	0.01
19	3449.990460107284	3433.854235632945	0.001	100	500	0.01
20	3448.0174587008864	3439.5119670286017	0.001	100	500	0.01
21	3445.476258992475	3432.3468617584745	0.001	100	500	0.01
22	3444.569043244875	3427.1973897643006	0.001	100	500	0.01
23	3442.7840361024387	3429.6590514102227	0.001	100	500	0.01
24	3441.396001156044	3422.3923132944915	0.001	100	500	0.01
25	3443.4304185412493	3415.9091465836864	0.001	100	500	0.01
26	3436.405258710827	3418.0921444650426	0.001	100	500	0.01
27	3436.429836837668	3417.465464446504	0.001	100	500	0.01
28	3435.20818154122	3422.2404329978813	0.001	100	500	0.01
29	3432.4743675354175	3415.6730750132415	0.001	100	500	0.01
30	3435.7982282431817	3416.4001257944915	0.001	100	500	0.01
31	3432.0989434532576	3418.1349187301375	0.001	100	500	0.01
32	3429.9947899792355	3410.9025920286017	0.001	100	500	0.01
33	3427.7038691571925	3404.378024860964	0.001	100	500	0.01
34	3429.2541968716864	3405.415556309587	0.001	100	500	0.01
35	3426.129153612085	3406.145793332892	0.001	100	500	0.01
36	3425.754293055269	3409.6050425384005	0.001	100	500	0.01
37	3424.576423609066	3400.8706965042375	0.001	100	500	0.01
38	3422.364404849125	3400.0700890492585	0.001	100	500	0.01
39	3421.0408925192182	3399.1817068326272	0.001	100	500	0.01
40	3421.3203953375355	3393.3736592955506	0.001	100	500	0.01
41	3418.384496863219	3391.782582428496	0.001	100	500	0.01
42	3419.028575728234	3390.231706005032	0.001	100	500	0.01
43	3416.064233375427	3390.8615681276483	0.001	100	500	0.01
44	3414.6959584026713	3386.977741823358	0.001	100	500	0.01
45	3413.909125843102	3390.5419011520125	0.001	100	500	0.01
46	3411.781365512341	3389.573109772246	0.001	100	500	0.01
47	3412.462296265684	3387.512711864407	0.001	100	500	0.01
48	3410.0335409180607	3387.13184835143	0.001	100	500	0.01
49	3409.721624002268	3386.133098020392	0.001	100	500	0.01
50	3408.736106534593	3386.338883739407	0.001	100	500	0.01
51	3407.2594101139107	3387.8533045881886	0.001	100	500	0.01
52	3406.9114183718925	3383.2414881819386	0.001	100	500	0.01
53	3405.9922434153364	3382.665788036282	0.001	100	500	0.01
54	3405.910435136369	3377.448498742055	0.001	100	500	0.01
55	3404.400039715996	3379.337820279396	0.001	100	500	0.01
56	3403.0258860394824	3380.097151416843	0.001	100	500	0.01
57	3403.8335556907546	3381.16750529661	0.001	100	500	0.01
58	3401.6485056108622	3376.8523031978284	0.001	100	500	0.01
59	3401.133655371922	3378.094196901483	0.001	100	500	0.01
60	3401.539263841232	3378.115896451271	0.001	100	500	0.01
61	3399.980275692522	3379.0491095074153	0.001	100	500	0.01
62	3400.003009763784	3374.6572596663136	0.001	100	500	0.01
63	3398.8460312536818	3375.782814155191	0.001	100	500	0.01
64	3397.704858375427	3373.6357339115466	0.001	100	500	0.01
65	3397.1412738940267	3374.244930978549	0.001	100	500	0.01
66	3396.568509633085	3376.124226198358	0.001	100	500	0.01
67	3394.772725097196	3372.5504212460273	0.001	100	500	0.01
68	3396.124735840304	3374.294789459746	0.001	100	500	0.01
69	3395.2878848263726	3372.3519597457625	0.001	100	500	0.01
70	3393.88479530845	3369.506906283104	0.001	100	500	0.01
71	3394.0737610726173	3368.4354723914194	0.001	100	500	0.01
72	3394.1891337402803	3369.1391518802966	0.001	100	500	0.01
73	3390.441673170947	3366.291950807733	0.001	100	500	0.01
74	3392.421283401935	3366.3049109507415	0.001	100	500	0.01
75	3391.841086082926	3368.0148015426375	0.001	100	500	0.01
76	3388.989657273504	3370.878024860964	0.001	100	500	0.01
77	3389.249080043149	3363.5315272444386	0.001	100	500	0.01
78	3389.5228686822575	3364.2948142876057	0.001	100	500	0.01
79	3388.1799364728145	3365.9686755164194	0.001	100	500	0.01
80	3387.052573532119	3361.7316522113347	0.001	100	500	0.01
81	3387.9043330013697	3363.135481494968	0.001	100	500	0.01
82	3386.6128714343045	3366.4051037804556	0.001	100	500	0.01
83	3387.236881295653	3366.5219064486228	0.001	100	500	0.01
84	3386.284316139329	3367.6265724311443	0.001	100	500	0.01
85	3384.2301571888256	3362.764064982786	0.001	100	500	0.01
86	3383.1320667320774	3363.2847921080506	0.001	100	500	0.01
87	3385.0496852633864	3360.8555018538136	0.001	100	500	0.01
88	3382.085283313575	3359.101115598517	0.001	100	500	0.01
89	3382.561145376193	3358.4625223450744	0.001	100	500	0.01
90	3382.5816796506833	3359.0651938228284	0.001	100	500	0.01
91	3381.9035264859212	3360.3819559388244	0.001	100	500	0.01
92	3381.2962152910727	3361.32713602357	0.001	100	500	0.01
93	3381.9283515146385	3357.6815909692796	0.001	100	500	0.01
94	3380.0971090620583	3359.2672305349574	0.001	100	500	0.01
95	3377.592856735244	3356.80910685911	0.001	100	500	0.01
96	3378.932766064959	3357.207176079184	0.001	100	500	0.01
97	3377.746071199782	3356.5137794623943	0.001	100	500	0.01
98	3378.258264194672	3355.5735897775426	0.001	100	500	0.01
99	3377.4951257013577	3356.923257084216	0.001	100	500	0.01
100	3377.8472841714038	3352.650779594809	0.001	100	500	0.01
101	3375.5063920663733	3353.9578878111756	0.001	100	500	0.01
102	3376.228438079863	3351.7261942200744	0.001	100	500	0.01
103	3374.5697301061055	3351.0164981130824	0.001	100	500	0.01
104	3375.0634820850023	3353.3721034163136	0.001	100	500	0.01
105	3375.021836434525	3352.4366434388244	0.001	100	500	0.01
106	3373.4113148249735	3350.5963196835273	0.001	100	500	0.01
107	3373.134191284755	3349.4984317068324	0.001	100	500	0.01
108	3372.659009410344	3352.943491790254	0.001	100	500	0.01
109	3372.129403275212	3351.6162605932204	0.001	100	500	0.01
110	3372.3808066811234	3350.8868966829978	0.001	100	500	0.01
111	3372.48912021015	3354.7105692200744	0.001	100	500	0.01
112	3371.3075065073485	3353.0578820180085	0.001	100	500	0.01
113	3371.7300711298303	3354.2747947563557	0.001	100	500	0.01
114	3371.738155152863	3351.061391022246	0.001	100	500	0.01
115	3370.0827652826047	3348.061482057733	0.001	100	500	0.01
116	3369.735757236319	3348.0087807865466	0.001	100	500	0.01
117	3369.4837274865986	3348.949980137712	0.001	100	500	0.01
118	3368.9009794618137	3351.7494041313557	0.001	100	500	0.01
119	3369.678531916382	3348.7185099973517	0.001	100	500	0.01
120	3368.8774809841834	3347.932302701271	0.001	100	500	0.01
121	3368.3639665005007	3346.441691770392	0.001	100	500	0.01
122	3367.2863307021676	3346.6779329978813	0.001	100	500	0.01
123	3367.456829908768	3349.0878285553495	0.001	100	500	0.01
124	3366.773936366046	3349.9186680680614	0.001	100	500	0.01
125	3366.925891469943	3348.3610508805614	0.001	100	500	0.01
126	3365.874536109802	3348.055531647246	0.001	100	500	0.01
127	3366.5267567540204	3351.279354806674	0.001	100	500	0.01
128	3365.989237103116	3351.554253012447	0.001	100	500	0.01
129	3365.4962384855826	3350.011515989142	0.001	100	500	0.01
130	3364.0699871325696	3346.9630975238347	0.001	100	500	0.01
131	3364.8439257996583	3346.186337228549	0.001	100	500	0.01
132	3364.598341960709	3344.525258209746	0.001	100	500	0.01
133	3362.8708891873084	3345.108303264036	0.001	100	500	0.01
134	3363.5154241189766	3346.5491798530193	0.001	100	500	0.01
135	3361.474226941712	3348.1547644663665	0.001	100	500	0.01
136	3363.2524080411317	3345.827016022246	0.001	100	500	0.01
137	3363.481440020102	3343.844970703125	0.001	100	500	0.01
138	3362.2275804812675	3340.33835407839	0.001	100	500	0.01
139	3360.6522993398767	3342.1882117319915	0.001	100	500	0.01
140	3361.1437026445424	3344.1962559586864	0.001	100	500	0.01
141	3361.2682886869698	3345.6766378111756	0.001	100	500	0.01
142	3360.9996877485128	3346.5628641419494	0.001	100	500	0.01
143	3361.183993211004	3340.0876920021187	0.001	100	500	0.01
144	3359.8877774597227	3341.454689155191	0.001	100	500	0.01
145	3361.030917269233	3342.240044028072	0.001	100	500	0.01
146	3361.0502975708355	3340.8426492981994	0.001	100	500	0.01
147	3359.016779433097	3340.3241525423728	0.001	100	500	0.01
148	3359.673770138725	3344.3497500662074	0.001	100	500	0.01
149	3358.559433860671	3342.122964115466	0.001	100	500	0.01
150	3359.011738769071	3343.7702429819915	0.001	100	500	0.01
151	3358.141864801779	3342.441133143538	0.001	100	500	0.01
152	3357.8195439517553	3341.9423166048728	0.001	100	500	0.01
153	3358.1233825971226	3339.499226198358	0.001	100	500	0.01
154	3357.5397813457234	3340.3729972192796	0.001	100	500	0.01
155	3358.647892613101	3337.6551575741523	0.001	100	500	0.01
156	3357.556260722859	3342.140922934322	0.001	100	500	0.01
157	3356.3551599500765	3339.109304654396	0.001	100	500	0.01
158	3356.9067051462357	3339.81591796875	0.001	100	500	0.01
159	3356.8396893500385	3338.8474203853284	0.001	100	500	0.01
160	3356.364078561278	3336.52537821107	0.001	100	500	0.01
161	3355.66609386045	3336.9026954780193	0.001	100	500	0.01
162	3355.1247650635455	3337.232438426907	0.001	100	500	0.01
163	3354.8839112478645	3338.9090389962926	0.001	100	500	0.01
164	3354.2034703865015	3339.8575253244176	0.001	100	500	0.01
165	3355.2222793392143	3336.0191671080506	0.001	100	500	0.01
166	3354.47145579605	3338.192684884799	0.001	100	500	0.01
167	3353.20392944451	3339.153709282309	0.001	100	500	0.01
168	3353.3602887440356	3339.1341076867056	0.001	100	500	0.01
169	3354.2684640264197	3339.168796345339	0.001	100	500	0.01
170	3352.482934777406	3339.1807013042903	0.001	100	500	0.01
171	3353.9886958978855	3335.8702744306142	0.001	100	500	0.01
172	3353.608691820438	3335.0933113744704	0.001	100	500	0.01
173	3351.661026734434	3334.188058626854	0.001	100	500	0.01
174	3354.250027152303	3335.5059255826272	0.001	100	500	0.01
175	3352.839498133394	3334.6090522378177	0.001	100	500	0.01
176	3351.644506858948	3336.0276375463454	0.001	100	500	0.01
177	3352.887994908253	3334.7081857454978	0.001	100	500	0.01
178	3352.3472510363895	3332.7121913069386	0.001	100	500	0.01
179	3351.113111663157	3334.7052064022773	0.001	100	500	0.01
180	3352.3175560810114	3333.8607529462392	0.001	100	500	0.01
181	3351.7686729610923	3335.601264565678	0.001	100	500	0.01
182	3350.4603576372524	3331.1546651549256	0.001	100	500	0.01
183	3350.8278636015552	3335.025932699947	0.001	100	500	0.01
184	3350.1442868792706	3331.6208868511653	0.001	100	500	0.01
185	3350.323053732107	3331.86081501589	0.001	100	500	0.01
186	3349.3561668863395	3333.0575509798728	0.001	100	500	0.01
187	3350.2773787258484	3329.1083363678495	0.001	100	500	0.01
188	3350.622024291647	3334.0728739075744	0.001	100	500	0.01
189	3349.2547318641023	3331.5748228945977	0.001	100	500	0.01
190	3348.3686104647736	3330.674490201271	0.001	100	500	0.01
191	3348.3776765728085	3331.4101355601165	0.001	100	500	0.01
192	3347.095156627371	3331.9489125397245	0.001	100	500	0.01
193	3348.358530517348	3332.073862884004	0.001	100	500	0.01
194	3348.5367048517023	3331.8238711599574	0.001	100	500	0.01
195	3347.0592596717424	3330.3743834414727	0.001	100	500	0.01
196	3347.5152423366076	3332.013456700212	0.001	100	500	0.01
197	3347.5405330963567	3333.8078654661017	0.001	100	500	0.01
198	3346.126234509381	3330.4336723715573	0.001	100	500	0.01
199	3349.5615264288554	3331.3489431607522	0.001	100	500	0.01
200	3348.06149375405	3329.1450567730403	0.001	100	500	0.01
201	3346.8707421506833	3329.614311606197	0.001	100	500	0.01
202	3346.291936502268	3331.8052254369704	0.001	100	500	0.01
203	3345.9007394630653	3330.0626075873943	0.001	100	500	0.01
204	3346.888630916441	3329.604392876059	0.001	100	500	0.01
205	3345.3721312901303	3329.3681019928495	0.001	100	500	0.01
206	3345.9190534615045	3327.4977406647245	0.001	100	500	0.01
207	3346.5521607250676	3329.584286447299	0.001	100	500	0.01
208	3345.297671160756	3329.6993346133477	0.001	100	500	0.01
209	3344.8911397432403	3327.9711707163665	0.001	100	500	0.01
210	3344.3393375206174	3332.379017975371	0.001	100	500	0.01
211	3346.0518703334856	3331.4483994306142	0.001	100	500	0.01
212	3343.881684068685	3325.514909130032	0.001	100	500	0.01
213	3343.8072370552545	3328.724063162076	0.001	100	500	0.01
214	3344.323741973963	3330.096899000265	0.001	100	500	0.01
215	3343.635360674629	3329.0287423861228	0.001	100	500	0.01
216	3344.676626653069	3328.2170741194386	0.001	100	500	0.01
217	3345.0179557260985	3330.2094064486228	0.001	100	500	0.01
218	3343.7503377930607	3328.2617270259534	0.001	100	500	0.01
219	3343.8693088312175	3324.4757638704978	0.001	100	500	0.01
220	3344.7924777074986	3324.578178793697	0.001	100	500	0.01
221	3341.847398993432	3325.079618809587	0.001	100	500	0.01
222	3343.5875503007924	3328.4225412142478	0.001	100	500	0.01
223	3342.6913781772796	3325.167265293962	0.001	100	500	0.01
224	3342.789911584737	3326.5097739009534	0.001	100	500	0.01
225	3342.3244101967484	3326.454891916049	0.001	100	500	0.01
226	3343.1665918060794	3326.367973715572	0.001	100	500	0.01
227	3341.9427332612954	3327.22655008607	0.001	100	500	0.01
228	3344.044541282546	3327.536116260593	0.001	100	500	0.01
229	3343.990425591644	3326.7780803098517	0.001	100	500	0.01
230	3341.850220071719	3326.2661091432733	0.001	100	500	0.01
231	3342.3470630412053	3324.2922156382415	0.001	100	500	0.01
232	3342.2362519604885	3324.572133209746	0.001	100	500	0.01
233	3340.915138927751	3326.349282474841	0.001	100	500	0.01
234	3340.7307446450136	3324.0343741724046	0.001	100	500	0.01
235	3341.6582279762606	3328.9385138042903	0.001	100	500	0.01
236	3340.9741477858447	3325.3132779396187	0.001	100	500	0.01
237	3340.556652590422	3323.2969991393006	0.001	100	500	0.01
238	3340.4844150381423	3325.478097689354	0.001	100	500	0.01
239	3339.486884056904	3324.5485095007944	0.001	100	500	0.01
240	3340.6039157763166	3326.2561117915784	0.001	100	500	0.01
241	3340.7838966592544	3322.1250744835806	0.001	100	500	0.01
242	3340.3225778764872	3322.4052072298728	0.001	100	500	0.01
243	3340.2162248357977	3327.1424250198625	0.001	100	500	0.01
244	3339.1883762370403	3321.6208040916313	0.001	100	500	0.01
245	3339.7951361020705	3323.403494107521	0.001	100	500	0.01
246	3342.133800567713	3322.9832411943858	0.001	100	500	0.01
247	3339.653758200916	3321.6992270259534	0.001	100	500	0.01
248	3337.1569018853825	3322.509467690678	0.001	100	500	0.01
249	3338.361572265625	3322.5712269928495	0.001	100	500	0.01
250	3337.5993548796832	3321.867448192532	0.001	100	500	0.01
251	3337.826886578847	3321.2385750463454	0.001	100	500	0.01
252	3338.1609247982447	3324.0120415121823	0.001	100	500	0.01
253	3337.216835072308	3319.539004568326	0.001	100	500	0.01
254	3337.6705472983917	3321.442080740201	0.001	100	500	0.01
255	3336.8829112147296	3320.5485798463983	0.001	100	500	0.01
256	3336.248090364706	3321.3200724973517	0.001	100	500	0.01
257	3336.758564020529	3320.0914906647245	0.001	100	500	0.01
258	3338.7605298012636	3323.019311937235	0.001	100	500	0.01
259	3337.925966253829	3324.6466374801375	0.001	100	500	0.01
260	3336.327330680078	3320.576283600371	0.001	100	500	0.01
261	3339.0356946939796	3321.4708272643006	0.001	100	500	0.01
262	3337.3544779210356	3320.539418365996	0.001	100	500	0.01
263	3338.183128018968	3320.600068690413	0.001	100	500	0.01
264	3336.8047383530425	3319.2229872881358	0.001	100	500	0.01
265	3336.354248046875	3319.787485930879	0.001	100	500	0.01
266	3335.028666619419	3322.583334712659	0.001	100	500	0.01
267	3336.8664095174804	3317.1131281448625	0.001	100	500	0.01
268	3334.596386764771	3319.103701833951	0.001	100	500	0.01
269	3336.3904264200196	3318.45263671875	0.001	100	500	0.01
270	3336.3254523389637	3322.1316373146187	0.001	100	500	0.01
271	3337.0533818884014	3323.2730899099574	0.001	100	500	0.01
272	3337.1838859824165	3320.8325236692267	0.001	100	500	0.01
273	3336.2734865122084	3322.2909783832097	0.001	100	500	0.01
274	3334.752346833397	3319.459096100371	0.001	100	500	0.01
275	3336.34704440276	3320.6458760924256	0.001	100	500	0.01
276	3335.2218094663053	3317.840158236229	0.001	100	500	0.01
277	3335.2858083654864	3320.405463784428	0.001	100	500	0.01
278	3334.9756239047038	3321.5646600238347	0.001	100	500	0.01
279	3334.9312361017023	3319.7247335143006	0.001	100	500	0.01
280	3333.6004506361924	3319.0552957825744	0.001	100	500	0.01
281	3334.674114834914	3316.5338486493642	0.001	100	500	0.01
282	3334.380060683097	3319.208942995233	0.001	100	500	0.01
283	3334.2180270124	3318.7645574020125	0.001	100	500	0.01
284	3333.740841620155	3319.9606892213983	0.001	100	500	0.01
285	3332.32357399785	3321.749714479608	0.001	100	500	0.01
286	3332.9575110173923	3317.90087890625	0.001	100	500	0.01
287	3333.8172992846517	3315.7021525754767	0.001	100	500	0.01
288	3333.871337200312	3318.1772419557733	0.001	100	500	0.01
289	3334.32499351106	3317.105985997087	0.001	100	500	0.01
290	3333.306219304091	3317.5974741790255	0.001	100	500	0.01
291	3331.795483099302	3318.4345041048728	0.001	100	500	0.01
292	3333.4939882959766	3318.1448995299256	0.001	100	500	0.01
293	3332.4035225741486	3319.6803330243642	0.001	100	500	0.01
294	3333.9345661706234	3316.8204200873943	0.001	100	500	0.01
295	3331.7283103719956	3316.1605038400426	0.001	100	500	0.01
296	3332.147293191491	3317.888539459746	0.001	100	500	0.01
297	3332.7644378920977	3313.5045186705506	0.001	100	500	0.01
298	3331.9196747430196	3317.615424721928	0.001	100	500	0.01
299	3331.880069657163	3317.662258342161	0.001	100	500	0.01
300	3333.226852661478	3316.268869173729	0.001	100	500	0.01
301	3330.837423283238	3316.920766022246	0.001	100	500	0.01
