loss	val_loss	learning_rate	batch_size	epochs	kappa
3755.514170176947	3613.9472389541756	0.001	100	200	0.01
3592.8496121079174	3570.6593971573006	0.001	100	200	0.01
3528.1911803288244	3784.8542726660976	0.001	100	200	0.01
3503.4228597612523	3713.8244649422268	0.001	100	200	0.01
3490.6445494694494	3643.020023634454	0.001	100	200	0.01
3483.0409545898438	3575.4875775505516	0.001	100	200	0.01
3478.3472690866956	3560.4193433232667	0.001	100	200	0.01
3474.8380955938082	3528.6793797597165	0.001	100	200	0.01
3474.2345180226794	3507.6087533646273	0.001	100	200	0.01
3468.694990926714	3500.0692189961924	0.001	100	200	0.01
3466.012401979361	3507.2378401555934	0.001	100	200	0.01
3462.450852123659	3500.4711790966385	0.001	100	200	0.01
3459.392304833256	3490.517506318934	0.001	100	200	0.01
3456.4239820793496	3479.217344652705	0.001	100	200	0.01
3452.921195414529	3468.4938492975316	0.001	100	200	0.01
3453.9719019647855	3474.2356059611343	0.001	100	200	0.01
3450.0208949758044	3470.329606256565	0.001	100	200	0.01
3447.439602524487	3468.684720079438	0.001	100	200	0.01
3446.1793249329526	3462.4756331243434	0.001	100	200	0.01
3443.6212367726794	3463.308464499081	0.001	100	200	0.01
3441.7758114942862	3467.221380153624	0.001	100	200	0.01
3439.840198118295	3473.7387428604256	0.001	100	200	0.01
3437.975608711812	3473.447243057379	0.001	100	200	0.01
3435.084171124359	3469.967334394695	0.001	100	200	0.01
3433.613820545709	3466.5471499146533	0.001	100	200	0.01
3433.535169914587	3458.65895195969	0.001	100	200	0.01
3431.7175511602145	3462.270653476234	0.001	100	200	0.01
3430.3053588867188	3459.382605288209	0.001	100	200	0.01
3429.5452197630016	3450.3305561482407	0.001	100	200	0.01
3426.2454496924556	3459.063852005646	0.001	100	200	0.01
3424.6301196653453	3451.6477707293857	0.001	100	200	0.01
3422.0694971796293	3442.482134650735	0.001	100	200	0.01
3421.207975928463	3446.9897932805934	0.001	100	200	0.01
3420.3503673041046	3451.4115739069066	0.001	100	200	0.01
3421.3455127317516	3446.7175539160976	0.001	100	200	0.01
3419.44835241517	3442.4955808495274	0.001	100	200	0.01
