	loss	val_loss	learning_rate	batch_size	epochs	kappa
0	3760.62351309389	3616.953857421875	0.001	100	200	0.01
1	3596.336007566177	3576.51602608817	0.001	100	200	0.01
2	3530.108383406002	3590.5769478934153	0.001	100	200	0.01
3	3507.950775479844	3633.175999232701	0.001	100	200	0.01
4	3493.7571380221266	3636.398193359375	0.001	100	200	0.01
5	3480.982786752498	3583.8755841936386	0.001	100	200	0.01
6	3479.747994749643	3533.0452096121653	0.001	100	200	0.01
7	3476.765263516711	3537.0342755998886	0.001	100	200	0.01
8	3471.4857491698735	3534.4007306780136	0.001	100	200	0.01
9	3470.5382529810854	3517.9794485909597	0.001	100	200	0.01
10	3469.5578979370966	3511.4424787248886	0.001	100	200	0.01
11	3466.081645037472	3515.159415108817	0.001	100	200	0.01
12	3461.2388306270173	3491.3409423828125	0.001	100	200	0.01
13	3462.295060795137	3490.2866734095983	0.001	100	200	0.01
14	3458.5244572174465	3483.7875366210938	0.001	100	200	0.01
15	3455.728962933295	3485.6691458565847	0.001	100	200	0.01
16	3453.373843059521	3486.22323172433	0.001	100	200	0.01
17	3451.453314590833	3472.9493495396205	0.001	100	200	0.01
18	3449.6467818531996	3470.4669886997767	0.001	100	200	0.01
19	3450.713749359949	3470.5449654715403	0.001	100	200	0.01
20	3448.5957016703387	3476.603445870536	0.001	100	200	0.01
21	3444.0167286029045	3472.5507289341517	0.001	100	200	0.01
22	3444.183397128305	3476.963309151786	0.001	100	200	0.01
23	3441.5882271366063	3468.3172433035716	0.001	100	200	0.01
24	3440.3505204777493	3466.325613839286	0.001	100	200	0.01
25	3438.1678240112183	3470.4806518554688	0.001	100	200	0.01
26	3437.1770531087077	3479.7088535853795	0.001	100	200	0.01
27	3436.6089684222165	3464.8204345703125	0.001	100	200	0.01
28	3434.730823929757	3468.712559291295	0.001	100	200	0.01
29	3434.9171345018462	3465.3752790178573	0.001	100	200	0.01
30	3434.7003567798847	3466.28426688058	0.001	100	200	0.01
31	3431.744302577272	3464.9800415039062	0.001	100	200	0.01
32	3431.134493118483	3465.7719116210938	0.001	100	200	0.01
33	3431.977598218719	3459.373073032924	0.001	100	200	0.01
34	3429.4287642750746	3468.5624564034597	0.001	100	200	0.01
35	3430.548243351229	3460.982753208705	0.001	100	200	0.01
36	3427.073451416258	3458.513497488839	0.001	100	200	0.01
37	3425.357440543151	3459.715349469866	0.001	100	200	0.01
38	3422.9047373948765	3447.1587437220983	0.001	100	200	0.01
39	3421.8605651552416	3447.8141130719864	0.001	100	200	0.01
40	3423.5812673104674	3450.7927856445312	0.001	100	200	0.01
41	3420.270436049218	3444.569998604911	0.001	100	200	0.01
42	3418.6323133087917	3447.6378435407364	0.001	100	200	0.01
43	3418.8108615666893	3445.4419991629466	0.001	100	200	0.01
44	3419.342412923985	3447.5193219866073	0.001	100	200	0.01
45	3416.9587618118485	3441.915605817522	0.001	100	200	0.01
46	3415.982885911898	3450.3377511160716	0.001	100	200	0.01
47	3415.1249512688523	3444.2804129464284	0.001	100	200	0.01
48	3415.5673154132014	3447.9299926757812	0.001	100	200	0.01
49	3412.2292165292174	3456.2313929966517	0.001	100	200	0.01
50	3413.2694294237212	3441.0287737165177	0.001	100	200	0.01
51	3410.4780397083696	3443.656520298549	0.001	100	200	0.01
52	3412.334314098188	3437.4310041155136	0.001	100	200	0.01
53	3409.5285586344803	3437.1744471958705	0.001	100	200	0.01
54	3410.003291170789	3440.5465698242188	0.001	100	200	0.01
55	3408.2930540901193	3435.3770926339284	0.001	100	200	0.01
56	3408.504374893325	3437.8731863839284	0.001	100	200	0.01
57	3406.9482050936413	3435.1726422991073	0.001	100	200	0.01
58	3407.277254773228	3432.644792829241	0.001	100	200	0.01
59	3405.9768730701494	3441.252371651786	0.001	100	200	0.01
60	3404.9616304035812	3431.3651123046875	0.001	100	200	0.01
61	3404.061915711116	3434.3393990652903	0.001	100	200	0.01
62	3402.961876483754	3430.7300240652903	0.001	100	200	0.01
63	3401.722404108739	3428.574881417411	0.001	100	200	0.01
64	3401.8294310432443	3431.481471470424	0.001	100	200	0.01
65	3401.3000573136483	3428.6318010602677	0.001	100	200	0.01
66	3399.4286813593903	3423.2029854910716	0.001	100	200	0.01
67	3397.903751377079	3427.817129952567	0.001	100	200	0.01
68	3396.633738149361	3428.1295253208705	0.001	100	200	0.01
69	3400.1691361155504	3429.233729771205	0.001	100	200	0.01
70	3399.179858180238	3426.161839076451	0.001	100	200	0.01
71	3397.9798575498853	3427.8692539760045	0.001	100	200	0.01
72	3396.702384577489	3424.4791521344864	0.001	100	200	0.01
73	3397.0605177817774	3424.2142595563614	0.001	100	200	0.01
74	3394.229426970193	3420.958914620536	0.001	100	200	0.01
75	3394.2466525823143	3423.1293596540177	0.001	100	200	0.01
76	3393.5681375391787	3422.1354544503347	0.001	100	200	0.01
77	3393.656147931278	3419.9713221958705	0.001	100	200	0.01
78	3392.132847411867	3417.893798828125	0.001	100	200	0.01
79	3392.885827770063	3424.54190499442	0.001	100	200	0.01
80	3391.3263665571467	3426.1921909877233	0.001	100	200	0.01
81	3391.491911599274	3420.2874755859375	0.001	100	200	0.01
82	3391.440013654419	3418.2572893415177	0.001	100	200	0.01
83	3388.5946533445567	3418.7055315290177	0.001	100	200	0.01
84	3391.096211044175	3411.872096470424	0.001	100	200	0.01
85	3390.487800969386	3420.0824846540177	0.001	100	200	0.01
86	3387.6377678031126	3420.864484514509	0.001	100	200	0.01
87	3389.457181807426	3414.4875924246653	0.001	100	200	0.01
88	3388.2457334789287	3413.0231323242188	0.001	100	200	0.01
89	3387.2007660245467	3414.276933942522	0.001	100	200	0.01
90	3386.023855715073	3415.896231515067	0.001	100	200	0.01
91	3385.7582804159942	3413.3211844308034	0.001	100	200	0.01
92	3385.092481293058	3414.684108189174	0.001	100	200	0.01
