loss	val_loss	learning_rate	batch_size	epochs	kappa
3763.856305022738	3641.140399323792	0.001	100	200	0.01
3607.920146885203	3559.4369829963234	0.001	100	200	0.01
3530.8684728821713	3584.23872644761	0.001	100	200	0.01
3500.8803000378966	3538.0629944360558	0.001	100	200	0.01
3488.6978249621034	3533.9975278197217	0.001	100	200	0.01
3478.2363363237523	3534.09423828125	0.001	100	200	0.01
3473.493982115788	3501.892202681854	0.001	100	200	0.01
3470.0190757637592	3501.11283605239	0.001	100	200	0.01
3465.9013544338854	3493.8111192719275	0.001	100	200	0.01
3459.741017811334	3500.939303358062	0.001	100	200	0.01
3459.2191426291392	3504.5349039029675	0.001	100	200	0.01
3454.7203824626868	3475.4611734342175	0.001	100	200	0.01
3450.7706599449043	3492.278150029543	0.001	100	200	0.01
3447.3705854273553	3478.3194180015757	0.001	100	200	0.01
3443.6891060444846	3469.3147854845065	0.001	100	200	0.01
3447.613279428055	3458.2061326483717	0.001	100	200	0.01
3445.445677799965	3463.748760832458	0.001	100	200	0.01
3443.433990934002	3474.2190618434875	0.001	100	200	0.01
3440.106243987582	3472.4220904181984	0.001	100	200	0.01
3439.3877836768306	3472.3970752363443	0.001	100	200	0.01
3436.5047762287195	3466.5400288044907	0.001	100	200	0.01
3433.7504964800023	3461.6054236147584	0.001	100	200	0.01
3433.9996492755945	3453.8089917607667	0.001	100	200	0.01
3430.4275029879896	3454.2895959164916	0.001	100	200	0.01
3429.4130859375	3448.2680951286766	0.001	100	200	0.01
3428.0130806538596	3451.7380247997635	0.001	100	200	0.01
3425.332463050956	3453.2988014541756	0.001	100	200	0.01
3424.1124777722716	3443.1789858521533	0.001	100	200	0.01
3423.675751187908	3440.555493779543	0.001	100	200	0.01
3420.9303415782415	3446.893419281775	0.001	100	200	0.01
3420.087609134503	3442.5701504234507	0.001	100	200	0.01
3420.1106804235656	3448.9607569590335	0.001	100	200	0.01
3417.762608770114	3440.71390001313	0.001	100	200	0.01
3414.527919484608	3441.5602760635506	0.001	100	200	0.01
3413.1027950457674	3440.225210494354	0.001	100	200	0.01
3414.5955956302473	3436.6689473641018	0.001	100	200	0.01
3413.144044790695	3435.1700552291227	0.001	100	200	0.01
3413.0989179468866	3432.676154641544	0.001	100	200	0.01
3408.5352828751747	3426.565575351234	0.001	100	200	0.01
3409.450095105527	3426.072206128545	0.001	100	200	0.01
3409.9054729404734	3423.030328830751	0.001	100	200	0.01
3404.729045810984	3424.8082449776784	0.001	100	200	0.01
3405.107503862523	3421.597432625394	0.001	100	200	0.01
3404.3206459159283	3423.10600011489	0.001	100	200	0.01
3403.649227313141	3417.1308901490283	0.001	100	200	0.01
3402.0312673084773	3424.4268952698267	0.001	100	200	0.01
3401.584620233792	3418.556661141019	0.001	100	200	0.01
3398.0079928725513	3424.2866518677783	0.001	100	200	0.01
3400.388701026119	3421.623141248687	0.001	100	200	0.01
3398.2108136077427	3417.404108127626	0.001	100	200	0.01
3397.6662779850744	3417.7425157563025	0.001	100	200	0.01
3396.975107676947	3416.500186695772	0.001	100	200	0.01
3395.1536245773086	3413.4285180869224	0.001	100	200	0.01
3395.03002383104	3407.9162720752365	0.001	100	200	0.01
3395.3426513671875	3417.316672958246	0.001	100	200	0.01
3392.7673941085586	3412.9823357077207	0.001	100	200	0.01
3391.8843010290343	3415.982596261161	0.001	100	200	0.01
3393.0093611532184	3415.7238092502625	0.001	100	200	0.01
3391.698342394473	3411.0234128807774	0.001	100	200	0.01
3391.935524100688	3412.666803440126	0.001	100	200	0.01
3390.723585441931	3410.3847799862133	0.001	100	200	0.01
3388.7952452702307	3410.898753446691	0.001	100	200	0.01
3388.353659558652	3407.9015292640493	0.001	100	200	0.01
3385.57971829087	3407.96325991334	0.001	100	200	0.01
3388.030210580399	3406.688776096376	0.001	100	200	0.01
3387.647590295592	3401.3087701877625	0.001	100	200	0.01
3384.653630954116	3403.3968331473216	0.001	100	200	0.01
3384.815156395756	3406.3886595653885	0.001	100	200	0.01
3383.8046619927704	3403.7270200072217	0.001	100	200	0.01
3384.952634896805	3403.900807100184	0.001	100	200	0.01
3384.439055940998	3401.2942571559875	0.001	100	200	0.01
3384.9020886777053	3402.187352284664	0.001	100	200	0.01
3382.1443800285683	3405.0760487788866	0.001	100	200	0.01
3382.2602429745803	3401.3739577862393	0.001	100	200	0.01
3380.68114869986	3407.0868094308034	0.001	100	200	0.01
3379.2440768569263	3405.245997324711	0.001	100	200	0.01
3379.6978859972596	3403.5735663405985	0.001	100	200	0.01
3379.563041117654	3397.004977186187	0.001	100	200	0.01
3378.465763832206	3402.9329844242384	0.001	100	200	0.01
3377.8416994009444	3400.67642134979	0.001	100	200	0.01
3379.0574796306555	3406.245100774685	0.001	100	200	0.01
3377.990336403918	3402.0758456702993	0.001	100	200	0.01
3379.174110526469	3397.873799812894	0.001	100	200	0.01
3376.7283644035683	3399.8928879168857	0.001	100	200	0.01
3375.2111297151937	3401.1019994912026	0.001	100	200	0.01
3376.5608985103777	3394.953348624606	0.001	100	200	0.01
3375.408490992304	3397.626111968225	0.001	100	200	0.01
3373.8975073970964	3400.913274684874	0.001	100	200	0.01
3372.8465330209306	3403.5891790309875	0.001	100	200	0.01
3373.831444583722	3399.733490759585	0.001	100	200	0.01
3372.4883987654503	3393.2675473509717	0.001	100	200	0.01
3373.2030047516323	3393.206393201812	0.001	100	200	0.01
3372.9407621924556	3395.0758661863183	0.001	100	200	0.01
3371.927448329641	3392.405181115415	0.001	100	200	0.01
3370.8790720469915	3394.3207864200367	0.001	100	200	0.01
3370.4010638336636	3395.774602809874	0.001	100	200	0.01
3369.311533458197	3389.5599908908875	0.001	100	200	0.01
3371.235288705399	3391.2094870174633	0.001	100	200	0.01
3369.2117546423156	3393.3903131565125	0.001	100	200	0.01
3369.3055529238572	3392.777056525735	0.001	100	200	0.01
3368.4020194437967	3390.1845805705093	0.001	100	200	0.01
3368.8131495233793	3391.3541659827993	0.001	100	200	0.01
3369.1782290330575	3392.195333016019	0.001	100	200	0.01
3367.0220191158464	3388.704571379333	0.001	100	200	0.01
3367.023739942864	3385.1080701811975	0.001	100	200	0.01
3366.0827718706273	3393.028248506434	0.001	100	200	0.01
3364.588206732451	3385.7259347098216	0.001	100	200	0.01
3366.0343755465833	3389.70666196166	0.001	100	200	0.01
3366.382677676073	3388.2875730370274	0.001	100	200	0.01
3364.6380478588503	3392.091345522584	0.001	100	200	0.01
3365.348897905492	3391.374940503545	0.001	100	200	0.01
3364.1907503498132	3385.1505896303834	0.001	100	200	0.01
3364.431718057661	3386.9043789390757	0.001	100	200	0.01
