	0	1	2	3	4	5	6	7	8	9
GSM261923.CEL	-1.4884	-3.0078	2.9803	5.4068	4.3411	0.32014	-1.6482	0.83385	2.0878	-0.32678
GSM774128_CF333-2005b.CEL	-5.874	-5.5078	4.4254	5.4792	1.4128	1.9726	-0.19995	3.1467	0.074695	-0.96222
GSM774110_CF173-2002b.CEL	0.4972	-5.5389	2.562	3.433	2.885	3.2397	-1.7992	4.5366	-2.6525	0.50443
GSM617290.CEL	-0.88032	0.73158	3.456	2.9461	4.0906	-1.1341	0.30733	1.4353	0.15132	1.6161
GSM774131_CF333-2007b.CEL	-5.7795	-5.094	4.7554	6.0356	1.6652	1.8483	-0.17105	3.2018	0.38196	-0.94454
GSM261921.CEL	0.76488	-3.348	1.6053	5.0103	3.9088	0.3697	-1.127	1.3598	1.7773	0.19431
GSM546277.CEL	-5.8806	-3.4426	4.278	5.0017	-0.23713	0.68316	0.73092	1.4833	-1.0934	-0.35255
GSM567680.CEL	4.3534	-6.0176	7.1046	-3.3936	1.0447	-2.24	-0.35485	0.96608	1.4012	0.095222
GSM637580.CEL	9.147	-3.2182	9.233	-1.529	2.4787	0.52155	-2.3653	1.5629	1.416	-1.7986
FT2_anaerobic_Pae_G1a.CEL	-0.90041	-2.861	4.4558	-0.5724	2.5731	-2.8551	5.1721	3.5156	-1.2884	2.709
GSM774118_CF333-1991a.CEL	-7.2715	-5.6573	4.1752	5.0929	0.54515	1.8964	-0.39317	3.8619	-0.18579	-1.0366
GSM774098_CF66-2008b.CEL	-6.3507	-4.9315	4.8431	5.7887	1.1278	0.96097	-0.19912	3.1491	-0.3505	-1.1739
0.1_6hr_CSV86(Pae_G1a).CEL	11.22	-6.027	-0.67812	-0.23853	-0.68773	-0.52068	-0.026228	2.8165	1.4123	-0.7615
GSM261922.CEL	-3.6346	-0.21359	3.6516	3.8087	5.2583	1.4769	-0.60592	1.4812	1.9198	-0.06547
GSM774113_CF173-2005b.CEL	-5.3182	-4.813	4.2307	5.0724	1.2202	1.9181	-0.24364	3.1784	-0.77017	-0.73449
GSM774096_CF66-1992c.CEL	-6.1921	-6.0886	3.8312	5.1593	1.0031	1.3243	-0.52423	3.8153	0.1542	-0.9229
GSM261938.CEL	-5.3323	-2.3019	4.0412	4.1482	3.8882	0.70481	-0.68731	2.4134	0.93209	-0.85908
GSM774093_CF66-1973c.CEL	-7.7342	-6.2188	3.0234	4.2036	-0.28171	0.9492	-0.35954	2.8882	0.35855	-0.47054
GSM774095_CF66-1992b.CEL	-6.7655	-6.0743	3.7959	4.8208	0.84976	1.8332	-0.71047	3.8772	-0.21289	-0.84599
GSM637595.CEL	6.8422	-3.9491	8.8292	-4.3271	3.0554	-1.7673	-2.7887	0.19616	1.4578	-0.93838
GSM567682.CEL	6.8422	-3.9491	8.8292	-4.3271	3.0554	-1.7673	-2.7887	0.19616	1.4578	-0.93838
GSM774121_CF333-1997a.CEL	-7.4917	-5.5274	4.1296	5.1266	0.46522	1.5764	-0.3917	3.8381	0.014126	-1.1944
GSM994501_HM4-replicate-03.CEL	5.2031	-4.5842	10.665	-1.4568	3.1431	-0.11292	-0.11303	0.24419	1.2356	-1.8815
GSM774092_CF66-1973b.CEL	-7.148	-6.5951	2.9138	4.9458	0.18055	0.6709	-0.59145	2.473	0.78703	-0.47062
GSM1237739_M9_PAOSX_4_51059600653061050411410396750526.CEL	-3.9125	2.7994	1.5025	0.18158	2.3192	0.057294	-0.85114	2.3122	4.2994	3.237
GSM774094_CF66-1992a.CEL	-5.3117	-6.3091	3.6718	5.3989	1.1241	1.1087	-0.41572	3.7073	0.34938	-0.84382
GSM774130_CF333-2007a.CEL	-7.2481	-4.6018	4.6832	5.5697	1.0654	1.5297	0.081956	3.7591	0.25444	-1.2955
GSM567681.CEL	2.7455	-5.1874	7.3346	-3.5241	0.72542	-2.4667	0.25609	0.61108	1.4229	-0.14065
GSM774108_CF173-1984c.CEL	-4.9223	-4.6348	3.9911	5.8379	1.4965	1.3801	-0.25644	3.5154	-0.23493	-0.77717
GSM774125_CF333-2003b.CEL	-7.3497	-5.397	5.1972	5.3329	0.96129	2.6612	0.082381	3.1642	-0.29307	-1.0527
GSM208604.CEL	-3.3683	-0.050317	1.6503	2.8528	7.1504	-1.3446	0.52321	1.1863	1.9116	2.9354
GSM994499_HM4-replicate-01.CEL	4.4649	-4.3026	10.763	-1.2551	3.2041	0.011123	-0.037254	0.26534	1.0829	-1.8498
GSM617291.CEL	-1.6497	-0.3582	3.8453	2.7455	3.2024	-1.7324	1.3065	0.77693	0.080945	1.1362
GSM546267.CEL	-6.524	-5.0544	3.0074	4.3461	0.40478	0.097207	0.012741	1.8605	-0.51887	-0.84489
GSM546266.CEL	-5.4457	-1.9807	4.6695	5.703	1.3104	1.242	-0.1211	1.6333	-0.48814	-1.3935
GSM774091_CF66-1973a.CEL	-8.2215	-6.3021	3.0839	3.9716	-0.38763	1.2539	-0.50361	2.8092	0.25373	-0.55711
GSM774126_CF333-2003c.CEL	-6.3859	-4.5323	5.3573	5.6534	1.9242	2.7159	-0.26519	3.2417	-0.50494	-1.1235
GSM774120_CF333-1991c.CEL	-6.7408	-6.0853	4.0111	4.8778	1.0924	2.2715	-0.84781	3.6984	-0.2812	-0.84976
GSM774119_CF333-1991b.CEL	-8.3729	-5.598	4.2486	4.6769	0.3224	1.8328	-0.31652	3.6096	0.070641	-1.2112
GSM774124_CF333-2003a.CEL	-7.6259	-6.0973	5.1005	4.9819	0.75886	2.7214	0.072191	2.9526	-0.19513	-1.0478
GSM774087_CF30-1979c.CEL	-8.0292	-5.5373	3.8729	5.0214	0.37862	1.3291	-0.18073	3.568	-0.31063	-1.026
GSM774122_CF333-1997b.CEL	-7.828	-5.9421	4.0968	4.7326	0.84408	2.2122	-0.73365	3.833	-0.27628	-0.94652
GSM994500_HM4-replicate-02.CEL	4.5527	-4.2823	10.803	-1.315	3.0317	-0.075914	0.033492	0.2804	1.0654	-1.9351
GSM546262.CEL	-7.0611	-3.9889	4.7761	5.0579	0.69852	1.422	-0.39333	1.6532	0.92695	-1.1472
GSM208613.CEL	-3.5234	-1.6326	2.635	1.7998	4.9754	0.039526	2.3462	1.781	1.7323	3.1274
GSM774112_CF173-2005a.CEL	-7.5869	-4.0322	4.9928	5.0714	0.48375	1.7904	0.061675	3.3378	-0.61609	-1.3802
GSM774086_CF30-1979b.CEL	-7.7043	-5.9076	3.6373	4.6009	0.51245	1.7663	-0.41763	3.7639	-0.44287	-0.86704
GSM208603.CEL	-6.2492	-0.52391	2.8561	2.1975	6.2797	-0.76818	1.4956	0.75001	1.657	2.959
GSM208611.CEL	-5.3237	-2.2085	3.2961	2.7693	3.7799	1.5468	3.406	1.6997	2.3999	3.4786
GSM774107_CF173-1984b.CEL	-7.1291	-4.8986	4.345	4.7483	0.99464	1.7335	-0.29961	3.6868	-0.5924	-1.018
