	0	1	2	3	4	5	6	7	8	9
GSM208614.CEL	-4.6541	-1.3601	2.4737	2.3692	6.1094	-0.16482	2.1478	1.0413	2.8863	3.137
GSM208609.CEL	-2.4271	-2.6298	2.0718	2.114	4.1416	0.41602	1.5487	1.4191	1.1677	3.1668
GSM208612.CEL	-5.8252	-3.5424	3.1086	2.2874	3.2614	0.94765	2.6323	1.5876	1.8598	2.7651
GSM637589.CEL	3.7784	-7.9236	9.418	-2.8888	2.1091	1.5023	-0.95502	-0.027075	2.0627	2.0743
GSM637591.CEL	1.5891	-7.4345	9.1782	-2.5222	1.9945	1.0593	-1.4768	-0.51775	1.831	1.2845
GSM637590.CEL	3.5246	-7.9075	9.5645	-2.972	2.0557	1.6317	-0.92334	-0.042959	1.9859	2.0569
GSM208608.CEL	-5.202	-2.5389	3.3256	2.3891	4.5242	0.96623	2.4499	1.1978	2.5924	3.8459
GSM637592.CEL	0.8976	-7.3208	9.2602	-2.3182	1.9341	1.1697	-1.2762	-0.58251	1.8424	1.4359
GSM208605.CEL	-7.3045	-4.32	3.0653	2.0435	3.2754	0.16724	1.4151	0.84246	1.6789	3.4135
GSM208610.CEL	-6.8486	-5.1597	4.0359	2.3488	1.378	2.2286	2.6178	0.49871	0.61082	2.0792
