	loss	val_loss	learning_rate	batch_size	epochs	kappa
0	3754.213811042059	3561.1297172934323	0.001	100	200	0.01
1	3592.1154000500705	3528.506430415784	0.001	100	200	0.01
2	3527.5035279585886	3578.4555457163665	0.001	100	200	0.01
3	3504.378839979972	3611.1794474973517	0.001	100	200	0.01
4	3495.9887686108327	3644.940239340572	0.001	100	200	0.01
5	3486.692977632025	3558.977766651218	0.001	100	200	0.01
6	3482.9829766563826	3488.6088494769597	0.001	100	200	0.01
7	3477.707498591762	3466.4667058395125	0.001	100	200	0.01
8	3475.2958248041355	3456.6966118246823	0.001	100	200	0.01
9	3474.02838290086	3453.751481395657	0.001	100	200	0.01
10	3473.4673440629417	3450.292985301907	0.001	100	200	0.01
11	3469.3780944421537	3446.190591068591	0.001	100	200	0.01
12	3468.73592130066	3455.3546908103813	0.001	100	200	0.01
13	3469.160438587933	3439.352638373941	0.001	100	200	0.01
14	3465.44564108889	3434.5085242319915	0.001	100	200	0.01
15	3465.985297948206	3433.885270458157	0.001	100	200	0.01
16	3462.5355501885015	3434.1612693657307	0.001	100	200	0.01
17	3460.4470364411522	3442.738864704714	0.001	100	200	0.01
18	3457.239032080216	3435.8383706302966	0.001	100	200	0.01
19	3455.9840896707115	3427.7579035354875	0.001	100	200	0.01
20	3452.7536381785317	3426.112821934587	0.001	100	200	0.01
21	3451.3610009167355	3422.827607752913	0.001	100	200	0.01
22	3451.714611114588	3427.741438526218	0.001	100	200	0.01
23	3445.558018489338	3430.868106130826	0.001	100	200	0.01
24	3446.831318847196	3423.0201850503177	0.001	100	200	0.01
25	3446.0653512219455	3421.3467831369176	0.001	100	200	0.01
26	3440.7262918973847	3421.33592508607	0.001	100	200	0.01
27	3437.902608830113	3421.2445420087392	0.001	100	200	0.01
28	3438.4063293859713	3420.1522278866523	0.001	100	200	0.01
29	3435.3160946888256	3420.6388498079978	0.001	100	200	0.01
30	3435.5525295822044	3411.93898967161	0.001	100	200	0.01
31	3431.9437673498614	3419.811995166843	0.001	100	200	0.01
32	3430.392218472034	3419.894001588983	0.001	100	200	0.01
33	3426.704728826726	3412.5775332693324	0.001	100	200	0.01
34	3428.267193160565	3417.6976173530193	0.001	100	200	0.01
35	3423.1893152925454	3421.0376638638772	0.001	100	200	0.01
36	3423.580714133188	3407.813923463983	0.001	100	200	0.01
37	3422.791754950003	3402.353904594809	0.001	100	200	0.01
38	3421.509655174953	3404.477969412076	0.001	100	200	0.01
39	3418.276977884219	3407.7952694650426	0.001	100	200	0.01
40	3418.923727109228	3404.6559189618642	0.001	100	200	0.01
41	3415.1959133022356	3396.3291801840573	0.001	100	200	0.01
42	3416.9261468856766	3394.197323556674	0.001	100	200	0.01
43	3413.085547473271	3388.5264416710806	0.001	100	200	0.01
44	3412.8892229747144	3394.001353118379	0.001	100	200	0.01
45	3410.961160240928	3396.080148470604	0.001	100	200	0.01
46	3409.5828683693153	3391.447484937765	0.001	100	200	0.01
47	3410.588296989132	3388.6474692134534	0.001	100	200	0.01
48	3407.0799211938916	3388.4420352224574	0.001	100	200	0.01
49	3407.3011151312885	3387.2699822894597	0.001	100	200	0.01
50	3408.50798783945	3382.8924415717693	0.001	100	200	0.01
