loss	val_loss	learning_rate	batch_size	epochs	kappa
3763.4270921394004	3687.9534204306724	0.001	100	200	0.01
3619.1371888118006	3627.642877658876	0.001	100	200	0.01
3561.6471238776817	3632.962125377495	0.001	100	200	0.01
3536.9810180664062	3865.23783605239	0.001	100	200	0.01
3527.421282867887	3809.208721769958	0.001	100	200	0.01
3522.2294858106925	3675.8261595653885	0.001	100	200	0.01
3516.5539559890976	3644.088282480961	0.001	100	200	0.01
3510.8021413319148	3596.5689112559085	0.001	100	200	0.01
3503.600807303813	3611.9132849428834	0.001	100	200	0.01
3499.553381165462	3563.390185957195	0.001	100	200	0.01
3498.395365700793	3545.5177319951417	0.001	100	200	0.01
3492.670027547808	3539.089351365546	0.001	100	200	0.01
3490.031212650128	3536.3431406742384	0.001	100	200	0.01
3482.8714125903684	3529.550223214286	0.001	100	200	0.01
3485.1943049644356	3504.47961118041	0.001	100	200	0.01
3479.9600811858677	3511.687748243829	0.001	100	200	0.01
3475.287321631588	3516.749080882353	0.001	100	200	0.01
3474.1830571872083	3512.8191800157565	0.001	100	200	0.01
3469.494356525478	3496.901631844144	0.001	100	200	0.01
3466.638364877274	3487.642898174895	0.001	100	200	0.01
3463.360665848006	3485.7335358948267	0.001	100	200	0.01
3461.9009782022504	3490.9733640526524	0.001	100	200	0.01
3460.9422625641323	3483.7473226595325	0.001	100	200	0.01
3458.4718126894822	3484.17322085084	0.001	100	200	0.01
3456.919979266266	3484.004940257353	0.001	100	200	0.01
3455.2183027125116	3497.488753118435	0.001	100	200	0.01
3452.5575005830224	3488.857709099265	0.001	100	200	0.01
3451.892400485366	3474.6622878643643	0.001	100	200	0.01
3448.5702760611007	3480.042256844144	0.001	100	200	0.01
3448.0363532678407	3467.406943441439	0.001	100	200	0.01
3444.8640546656366	3467.7945197610293	0.001	100	200	0.01
3445.8711894021108	3468.79830701812	0.001	100	200	0.01
3442.114802574044	3474.4611877954308	0.001	100	200	0.01
3443.2332344624533	3468.3449645483192	0.001	100	200	0.01
3444.776472860308	3472.720210740546	0.001	100	200	0.01
3439.9754210514807	3475.3543711429884	0.001	100	200	0.01
3437.7721912896454	3465.081058790704	0.001	100	200	0.01
3435.6501537721547	3464.3738408449317	0.001	100	200	0.01
3435.518108310984	3463.3247049796482	0.001	100	200	0.01
3436.0301459013526	3465.3386353564865	0.001	100	200	0.01
3436.1662333474233	3456.2186884519433	0.001	100	200	0.01
3432.1215884080575	3453.56159934677	0.001	100	200	0.01
3430.6621084640274	3455.213547137605	0.001	100	200	0.01
3429.935618841826	3453.566933511686	0.001	100	200	0.01
3427.5783910039645	3453.3651235884977	0.001	100	200	0.01
3426.9143458124418	3450.364132664785	0.001	100	200	0.01
3427.0060570560286	3459.247357536765	0.001	100	200	0.01
3425.932119796525	3443.786225134585	0.001	100	200	0.01
3425.2976529704993	3447.8260651917017	0.001	100	200	0.01
3423.666308958139	3448.715840828519	0.001	100	200	0.01
3421.964293522621	3445.0992093126315	0.001	100	200	0.01
3421.838305117479	3440.6911928834033	0.001	100	200	0.01
3421.4596949335355	3439.0979783514967	0.001	100	200	0.01
3418.6877031468634	3444.588208623293	0.001	100	200	0.01
3417.547928995161	3434.366036551339	0.001	100	200	0.01
3418.0846767140856	3435.87048647584	0.001	100	200	0.01
3419.3430658596667	3433.9903943999475	0.001	100	200	0.01
3417.2980191814368	3440.822288192621	0.001	100	200	0.01
3417.816443599872	3433.179833163734	0.001	100	200	0.01
3414.1415551029036	3434.928637079832	0.001	100	200	0.01
3414.2098015173156	3431.023997587316	0.001	100	200	0.01
3414.166556742654	3433.16721991531	0.001	100	200	0.01
3414.091193811217	3429.7571477809875	0.001	100	200	0.01
3410.951809555737	3425.209567029937	0.001	100	200	0.01
3410.8606567382812	3431.7620470063025	0.001	100	200	0.01
3413.5701949845497	3433.8046054359243	0.001	100	200	0.01
3410.899482385436	3429.8433232668067	0.001	100	200	0.01
3409.51673000962	3426.5337037158615	0.001	100	200	0.01
3409.8977779559236	3426.499636866465	0.001	100	200	0.01
3408.0101072396806	3429.7125439042807	0.001	100	200	0.01
3406.6452609389576	3422.4007742745534	0.001	100	200	0.01
3407.4094639109144	3431.2143246947217	0.001	100	200	0.01
3403.877087948927	3425.1988104812235	0.001	100	200	0.01
3405.5388538873017	3420.9512067522323	0.001	100	200	0.01
3406.7006189147037	3427.549995486476	0.001	100	200	0.01
3405.391132411672	3425.6148507254466	0.001	100	200	0.01
3404.9645731911733	3421.9791700860033	0.001	100	200	0.01
3404.571332789179	3426.373779296875	0.001	100	200	0.01
3401.729936742071	3422.6808610162816	0.001	100	200	0.01
3402.2722577906366	3421.344287519695	0.001	100	200	0.01
3401.5384229973183	3422.506216353729	0.001	100	200	0.01
3400.865552304396	3428.3731371454833	0.001	100	200	0.01
3401.240626093167	3420.3377736836924	0.001	100	200	0.01
3401.374441573869	3426.428899684874	0.001	100	200	0.01
3399.4958960689714	3424.6468126313025	0.001	100	200	0.01
3398.317263475105	3422.1755063353467	0.001	100	200	0.01
3398.2144201477963	3420.2424029181984	0.001	100	200	0.01
3398.9599937325092	3417.119971523766	0.001	100	200	0.01
3397.7491509736474	3419.790828929228	0.001	100	200	0.01
3395.1392494315533	3419.6837722393643	0.001	100	200	0.01
3396.282552690648	3416.415467847295	0.001	100	200	0.01
3395.238265763468	3419.200365595457	0.001	100	200	0.01
3396.2661925358557	3415.1276178440125	0.001	100	200	0.01
3393.865688950268	3423.103948512999	0.001	100	200	0.01
3393.8804539922457	3416.873512588629	0.001	100	200	0.01
3392.6240844726562	3419.3930725610558	0.001	100	200	0.01
3393.933463480935	3421.308035714286	0.001	100	200	0.01
3392.542022249592	3414.918887867647	0.001	100	200	0.01
3392.7094608136076	3419.787499179359	0.001	100	200	0.01
3393.722340142549	3418.2310596113443	0.001	100	200	0.01
3392.4032173726096	3417.917702041754	0.001	100	200	0.01
3391.536195669601	3414.6890653722426	0.001	100	200	0.01
3391.7797979098646	3417.0560415572477	0.001	100	200	0.01
3390.315397803463	3417.2795348608192	0.001	100	200	0.01
3389.7120625510142	3412.994608390231	0.001	100	200	0.01
3387.917936865963	3414.5306447774424	0.001	100	200	0.01
3389.0056316318796	3410.718206325499	0.001	100	200	0.01
3387.6071595149256	3412.3629858193276	0.001	100	200	0.01
3388.0095852524487	3411.868722098214	0.001	100	200	0.01
3388.1028715674556	3411.444506220457	0.001	100	200	0.01
3387.9126523145987	3414.277850495667	0.001	100	200	0.01
3386.8166913843866	3412.573978712579	0.001	100	200	0.01
3386.168155499359	3410.2077657234768	0.001	100	200	0.01
3386.825912247843	3407.1313230370274	0.001	100	200	0.01
3386.188921117071	3408.766792361476	0.001	100	200	0.01
3385.036334137418	3410.1754694065125	0.001	100	200	0.01
3385.1764863427006	3409.1426088990283	0.001	100	200	0.01
3385.071517716593	3407.921179506959	0.001	100	200	0.01
3383.8858059555737	3410.6468618697477	0.001	100	200	0.01
3383.901997580457	3412.205283285189	0.001	100	200	0.01
3386.4771819612874	3406.6823320148374	0.001	100	200	0.01
3383.2261334319614	3412.371456883535	0.001	100	200	0.01
3383.931114082906	3407.5983373818276	0.001	100	200	0.01
3382.7062924513175	3406.8976004464284	0.001	100	200	0.01
3382.163502251924	3409.2788024389442	0.001	100	200	0.01
3382.062838881763	3405.1489504004726	0.001	100	200	0.01
3381.994021287605	3406.6612969406515	0.001	100	200	0.01
3382.550958889634	3408.4891367679884	0.001	100	200	0.01
3380.4783598487056	3409.560509946166	0.001	100	200	0.01
3379.1644669717816	3407.2377252658875	0.001	100	200	0.01
