	0	1	2	3	4	5	6	7	8	9
GSM261923.CEL	0.83551	4.0444	6.0472	-4.2818	0.87997	-0.41194	-1.4062	-0.58119	1.2234	-0.80364
GSM774128_CF333-2005b.CEL	-2.5883	6.2106	6.9911	-3.2452	-0.6343	1.5039	-0.70322	0.78005	-0.80881	-1.2897
GSM774110_CF173-2002b.CEL	2.3407	5.7621	5.1264	-2.6742	1.4499	1.8573	-2.0978	1.1987	-2.8865	-0.16596
GSM617290.CEL	1.0313	1.3163	6.6081	-2.8892	2.0795	-0.85804	0.40014	0.53544	-0.14915	0.86859
GSM774131_CF333-2007b.CEL	-2.5334	5.9131	7.4103	-3.5781	-0.69333	1.3787	-0.67655	0.63278	-0.61321	-1.3067
GSM261921.CEL	2.5451	4.2318	5.2406	-4.4462	1.0129	-0.13017	-1.0278	0.17825	0.97207	-0.4391
GSM546277.CEL	-2.88	4.8534	7.2628	-2.8619	-1.5579	0.93787	0.23249	0.75352	-1.552	-0.61238
GSM567680.CEL	5.1108	6.0222	5.8457	3.7525	1.9907	-1.6621	0.13979	1.4155	1.2461	0.081412
GSM637580.CEL	8.912	3.6097	7.5651	3.497	2.047	-0.71365	-1.8966	-0.18535	1.268	-1.6173
FT2_anaerobic_Pae_G1a.CEL	0.99882	4.2129	6.5395	0.013595	2.3839	-0.84517	4.3045	2.3111	-1.6371	1.8012
GSM774118_CF333-1991a.CEL	-3.7671	6.5792	7.3306	-3.1879	-0.79896	1.6171	-0.87434	1.7416	-1.1783	-1.477
GSM774098_CF66-2008b.CEL	-3.0547	5.9684	7.8244	-3.2423	-0.95091	0.74607	-0.40645	0.85504	-1.2219	-1.3196
0.1_6hr_CSV86(Pae_G1a).CEL	10.274	5.92	2.4455	-0.75311	1.058	0.26517	0.059439	3.6741	1.1136	-0.55796
GSM261922.CEL	-1.0576	2.3447	7.5639	-3.7628	2.5659	0.63168	-0.81018	-0.28818	0.95579	-0.49229
GSM774113_CF173-2005b.CEL	-2.2224	5.8638	7.4285	-3.1899	-0.39966	1.5275	-0.72063	1.057	-1.4031	-1.0632
GSM774096_CF66-1992c.CEL	-2.9027	6.8902	7.1505	-3.4811	-0.53816	1.1581	-0.80211	1.7432	-0.88736	-1.3392
GSM261938.CEL	-2.3381	4.0173	7.6582	-3.5137	1.4661	0.17721	-0.79162	0.48286	-0.030048	-1.0468
GSM774093_CF66-1973c.CEL	-4.1511	7.1632	6.6639	-2.9625	-0.91619	1.1267	-0.58501	2.1391	-0.49252	-0.89925
GSM774095_CF66-1992b.CEL	-3.3645	6.9686	7.1993	-3.2715	-0.41834	1.5322	-1.0742	1.8494	-1.137	-1.3162
GSM637595.CEL	6.993	4.5441	7.2818	4.4186	3.5358	-2.3578	-1.5983	0.34674	1.6579	-0.85355
GSM567682.CEL	6.993	4.5441	7.2818	4.4186	3.5358	-2.3578	-1.5983	0.34674	1.6579	-0.85355
GSM774121_CF333-1997a.CEL	-3.9519	6.6718	7.7394	-3.3339	-0.80385	1.4668	-0.83673	1.9352	-0.97424	-1.5796
GSM994501_HM4-replicate-03.CEL	5.7975	5.2138	9.0919	3.6079	2.1426	-0.79551	-0.1004	-1.299	1.1567	-1.148
GSM774092_CF66-1973b.CEL	-3.7086	7.5294	6.8782	-3.6272	-0.92407	0.83565	-0.73243	1.7342	-0.064574	-0.83981
GSM1237739_M9_PAOSX_4_51059600653061050411410396750526.CEL	-1.6739	0.29496	6.832	-2.5749	2.9025	0.42211	-0.53855	3.4827	2.7155	2.1018
GSM774094_CF66-1992a.CEL	-2.2206	7.1924	7.4756	-3.7974	-0.42197	1.0554	-0.6798	1.8207	-0.65199	-1.2671
GSM774130_CF333-2007a.CEL	-3.7817	6.1102	8.7033	-3.6501	-0.50905	1.4323	-0.42025	1.5817	-0.74874	-1.5095
GSM567681.CEL	3.7888	5.9272	7.2252	3.6378	2.1113	-1.5629	0.65778	1.7454	1.3861	-0.056105
GSM774108_CF173-1984c.CEL	-1.9482	5.9734	8.1428	-4.1083	-0.27096	1.2528	-0.64229	1.4302	-1.0373	-1.1586
GSM774125_CF333-2003b.CEL	-3.8284	6.7246	8.9026	-3.1326	-0.53006	2.2322	-0.70088	0.99407	-1.0863	-1.3722
GSM208604.CEL	-0.9904	2.5593	7.3755	-5.0198	4.3968	-1.1052	0.6479	0.45194	1.0609	2.0602
GSM994499_HM4-replicate-01.CEL	5.1607	5.23	9.799	3.3505	2.2081	-0.61144	-0.10958	-1.1631	1.0279	-1.1619
GSM617291.CEL	0.3881	2.6831	7.9354	-2.7127	1.7523	-0.83051	1.2598	0.8213	-0.007317	0.60003
GSM546267.CEL	-3.3584	6.4882	7.539	-3.4591	-0.46317	0.32112	-0.16996	1.5647	-1.0023	-0.95856
GSM546266.CEL	-2.5939	4.0829	9.0592	-3.7505	-0.62328	0.88814	-0.56083	0.15458	-0.92602	-1.375
GSM774091_CF66-1973a.CEL	-4.6026	7.6856	7.7572	-3.0999	-0.5709	1.4349	-0.82962	2.3842	-0.4834	-0.91423
GSM774126_CF333-2003c.CEL	-3.0551	6.1419	9.4804	-3.5408	0.043258	2.069	-0.98527	0.63889	-1.1985	-1.3701
GSM774120_CF333-1991c.CEL	-3.3766	7.4331	8.5364	-3.6212	0.0507	1.8961	-1.3294	1.8272	-1.0937	-1.2767
GSM774119_CF333-1991b.CEL	-4.6983	7.2486	8.9432	-3.3383	-0.35695	1.8	-0.81005	2.1739	-0.86664	-1.5173
GSM774124_CF333-2003a.CEL	-4.0848	7.5336	9.3549	-3.0663	-0.37062	2.3588	-0.7672	1.1942	-0.91398	-1.3108
GSM774087_CF30-1979c.CEL	-4.4823	7.2254	8.8896	-3.7251	-0.46184	1.4747	-0.58942	2.2062	-1.1695	-1.3146
GSM774122_CF333-1997b.CEL	-4.28	7.5446	9.0492	-3.6395	0.032083	1.9352	-1.2374	2.1188	-1.1246	-1.3488
GSM994500_HM4-replicate-02.CEL	5.1751	5.5845	10.638	3.1399	2.362	-0.57649	-0.022593	-0.90925	1.1231	-1.154
GSM546262.CEL	-3.8294	5.9867	9.6094	-3.5092	-0.48494	1.1799	-0.90649	1.0137	0.28649	-1.3597
GSM208613.CEL	-1.0903	4.319	8.8582	-3.7083	3.7824	0.72258	1.6065	1.6969	0.75639	2.0981
GSM774112_CF173-2005a.CEL	-4.167	6.2652	10.251	-3.4658	-0.32901	1.754	-0.59991	1.8273	-1.2045	-1.5166
GSM774086_CF30-1979b.CEL	-4.2205	7.889	9.6474	-3.9249	0.18921	1.8667	-0.90643	2.6048	-1.1897	-1.1831
GSM208603.CEL	-3.3957	3.8971	9.9489	-4.547	4.5339	-0.17049	1.1866	0.82399	1.03	2.2413
GSM208611.CEL	-2.5916	5.4441	10.692	-4.1654	3.0649	2.278	2.0013	1.9304	1.3524	2.5169
GSM774107_CF173-1984b.CEL	-3.8244	7.2963	10.836	-4.0335	0.50465	1.7973	-0.83503	2.3768	-1.183	-1.2538
GSM208614.CEL	-2.0995	4.7976	10.478	-4.938	4.6151	0.4938	1.4976	1.434	1.9327	2.3186
GSM208609.CEL	-0.4044	5.5876	9.6234	-4.2267	3.5299	1.0185	0.81081	2.1102	0.62374	2.1545
GSM208612.CEL	-2.9464	6.7141	10.972	-3.9497	2.9352	1.8619	1.4522	2.3156	0.96167	1.934
GSM637589.CEL	4.5955	9.6579	12.49	2.8382	3.4486	0.92855	-1.3035	0.9674	2.0104	1.5254
GSM637591.CEL	2.8598	9.433	12.682	2.318	3.4581	0.44228	-1.5128	0.8217	1.8339	0.96047
GSM637590.CEL	4.3704	9.776	12.905	2.8588	3.5671	1.0707	-1.3514	1.0573	1.9276	1.4973
GSM208608.CEL	-2.6099	6.5015	12.645	-4.6663	4.1345	1.7891	1.2643	2.1713	1.8375	2.8796
GSM637592.CEL	2.2929	9.6548	13.516	2.0653	3.5745	0.65397	-1.4259	0.96277	1.8938	1.0353
GSM208605.CEL	-4.3338	8.2413	12.932	-4.4545	3.6649	1.178	0.60635	2.6441	1.2021	2.6594
GSM208610.CEL	-4.09	9.5207	14.995	-4.1332	2.7507	3.123	0.90671	2.595	0.57316	1.7087
