loss	val_loss	learning_rate	batch_size	epochs	kappa
1377.5796363033467	1346.6044265362395	0.001	100	100	0.01
1352.2801964603252	1307.4845401539521	0.001	100	100	0.01
1328.8455204750176	1258.904221991531	0.001	100	100	0.01
1306.6436016025827	1295.9723413291097	0.001	100	100	0.01
1294.6126317266207	1284.2199789095325	0.001	100	100	0.01
1294.1441276891908	1267.4119637112658	0.001	100	100	0.01
1290.0036598319439	1230.9695162733062	0.001	100	100	0.01
1285.0990468494929	1237.6330771566438	0.001	100	100	0.01
1280.4555955573694	1246.5979680934875	0.001	100	100	0.01
1280.6334192076727	1267.4188919708508	0.001	100	100	0.01
1273.0016570589435	1244.8852313386292	0.001	100	100	0.01
1272.966174225309	1333.3320240693934	0.001	100	100	0.01
1277.975124074452	1239.8797453551733	0.001	100	100	0.01
1263.8009297385145	1267.1349010307247	0.001	100	100	0.01
1268.3176811559877	1241.1922032973346	0.001	100	100	0.01
1264.0567367325968	1232.3611927192753	0.001	100	100	0.01
1273.5789362209946	1228.8675208853072	0.001	100	100	0.01
1258.2263516098706	1244.8738849543724	0.001	100	100	0.01
1270.4550999883395	1242.2289577452075	0.001	100	100	0.01
1270.3284816457265	1232.3687344078257	0.001	100	100	0.01
1251.488975866517	1249.4480236918987	0.001	100	100	0.01
1255.4101630822936	1227.1977149258141	0.001	100	100	0.01
1256.8152324619577	1236.5718932592567	0.001	100	100	0.01
1253.1207862967876	1232.5109935087316	0.001	100	100	0.01
1256.3220738652926	1231.8112239036238	0.001	100	100	0.01
1247.611103114797	1198.6179671087184	0.001	100	100	0.01
1242.1582659821013	1245.4542626132484	0.001	100	100	0.01
1242.2193680948285	1204.8433478860295	0.001	100	100	0.01
1245.9727045315415	1251.7717962184875	0.001	100	100	0.01
1242.3133353617654	1237.8935249392725	0.001	100	100	0.01
1237.4380921321128	1207.4962517233455	0.001	100	100	0.01
1241.9100100389167	1262.1133038176208	0.001	100	100	0.01
1238.4279507309643	1223.4695973115809	0.001	100	100	0.01
1239.2178417604362	1232.3681394432774	0.001	100	100	0.01
1242.332093651615	1234.4787361722033	0.001	100	100	0.01
1238.2367749570021	1217.461106757156	0.001	100	100	0.01
1229.0529625736065	1230.178296513918	0.001	100	100	0.01
1234.6014363303113	1227.526589786305	0.001	100	100	0.01
1224.4665217613106	1226.5256296366204	0.001	100	100	0.01
1225.1353527467643	1216.8754472492121	0.001	100	100	0.01
1229.486636489185	1242.2320351480437	0.001	100	100	0.01
1227.9295449328067	1221.3333740234375	0.001	100	100	0.01
1224.6240152387477	1229.3288430606617	0.001	100	100	0.01
1226.3541446514985	1200.6343871044512	0.001	100	100	0.01
1220.152580147359	1201.067758255646	0.001	100	100	0.01
