loss	val_loss	learning_rate	batch_size	epochs	kappa
3755.400069051714	3624.613562319459	0.001	100	200	0.01
3597.4712834144707	3584.2011739266018	0.001	100	200	0.01
3527.371803397563	3636.879638671875	0.001	100	200	0.01
3505.200449473822	3564.261437680541	0.001	100	200	0.01
3488.2707391995104	3586.7144559972426	0.001	100	200	0.01
3482.5998608034047	3552.526436941964	0.001	100	200	0.01
3476.2894669717816	3514.43070714614	0.001	100	200	0.01
3472.0107540301424	3513.553128282563	0.001	100	200	0.01
3466.459885326784	3496.280179063813	0.001	100	200	0.01
3462.266991458722	3498.052447150735	0.001	100	200	0.01
3457.6058386048276	3500.603271484375	0.001	100	200	0.01
3458.6527290913596	3487.3182588465074	0.001	100	200	0.01
3453.516624336812	3489.1073418625265	0.001	100	200	0.01
3452.066376187908	3480.5344217765232	0.001	100	200	0.01
3449.2394217875467	3472.0732688583244	0.001	100	200	0.01
3445.922373301947	3478.601490693934	0.001	100	200	0.01
3445.569910761136	3497.2154551273634	0.001	100	200	0.01
3442.1118719755714	3478.6970153295692	0.001	100	200	0.01
3441.4974592977496	3472.147362460609	0.001	100	200	0.01
3441.5437913581504	3468.2370461856617	0.001	100	200	0.01
3438.9200867610193	3466.539891347164	0.001	100	200	0.01
3436.3327399865907	3459.240652901786	0.001	100	200	0.01
3433.9420694379664	3464.8813353466385	0.001	100	200	0.01
3434.092247806378	3460.10061876313	0.001	100	200	0.01
3429.8767818621736	3454.130299287684	0.001	100	200	0.01
3430.1215811202774	3453.7313591452207	0.001	100	200	0.01
3428.4677215120687	3450.3634392233457	0.001	100	200	0.01
3425.9361198766906	3448.6227965795692	0.001	100	200	0.01
3424.3838391659865	3446.0947901621585	0.001	100	200	0.01
3422.2519130422106	3447.887137276786	0.001	100	200	0.01
3421.516380196187	3447.9920541458773	0.001	100	200	0.01
3418.565736685226	3440.570751542805	0.001	100	200	0.01
3419.589666110366	3436.724217519039	0.001	100	200	0.01
3415.069621982859	3435.268700351234	0.001	100	200	0.01
3416.837661970907	3440.74377133666	0.001	100	200	0.01
3415.9101043245687	3444.0975228958773	0.001	100	200	0.01
3415.150560976854	3442.936825022978	0.001	100	200	0.01
3412.678224478195	3442.3732602415967	0.001	100	200	0.01
3411.368843647971	3434.46349789916	0.001	100	200	0.01
3410.274040563783	3429.244516068146	0.001	100	200	0.01
3409.253499045301	3429.910607602416	0.001	100	200	0.01
3405.7457120525305	3428.2703744583773	0.001	100	200	0.01
3407.4248502361243	3428.5292291721375	0.001	100	200	0.01
3406.021442470266	3423.5489122406775	0.001	100	200	0.01
3404.590373935984	3427.422248391544	0.001	100	200	0.01
3404.93956699656	3423.8862284171482	0.001	100	200	0.01
3403.0142148145987	3420.02287330948	0.001	100	200	0.01
3401.9200585208723	3426.5390358291756	0.001	100	200	0.01
